発表日,ﾀｰｹﾞｯﾄ会社名,買収側の社名,発表時ﾃﾞｨｰﾙ総額(百万),買収側企業 人件費,ﾀｰｹﾞｯﾄ企業 人件費,買収側企業 12ｶ月売上原価,ﾀｰｹﾞｯﾄ企業 12ｶ月売上原価,買収側企業 原材料,ﾀｰｹﾞｯﾄ企業 原材料,買収側企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 販管費･その他営業費用,買収側企業 SIC名,ﾀｰｹﾞｯﾄ企業 SIC名
2018-06-29,パークプレイス大分第一駐車場,福岡リート投資法人,7.76,,,,,,,,,,,
2018-07-02,トーテック,DELTA Holdings,1.14,,,,,,,,,,,
2018-07-02,東京ライフケア,ｇｌｏｂａｌ　ｂｒｉｄｇｅ　ＨＯＬＤＩＮＧＳ,2.71,3.67384,,76.8368,,,,3.7,,,,
2018-07-02,Quartz Media Inc,ユーザベース,75.0,22.2539,,57.2365,,,,30.6,,,,
2018-07-02,シャトレ大手町S棟・N棟,ユナイテッド・アーバン投資法人,30.66,,,,,,,,,,,
2018-07-02,Rathorn Pty Ltd,西尾レントオール,6.04,211.421,,903.899,,12.3116,,20.29,,,,AUTO DLR NEC
2018-07-03,Cima SpA/Vicenza,日本電産,21.06,2762.86,,12825.0,,1077.49,,35.79,,,MOTOR/GENERATR,
2018-07-03,土地及び建物/ハワイ,トライアイズ,27.0,0.809378,,7.49371,,0.298238,,3.23,,,,
2018-07-04,Cityplus Co Ltd,ＪＴＣ,16.94,13.412,,19.8837,,,,,,,,
2018-07-05,"Unnamed Target,Praxair Espana SL,Praxair Deutschland Holding GmbH & Co KG,Praxair Italia Srl",日本酸素ホールディングス株式会社,5747.23,1148.76,,5004.48,,116.282,,14.89,,,,
2018-07-05,ナレッジラボ,マネーフォワード,1.79,25.3429,,40.1756,,0.156276,,43.42,,,,
2018-07-06,RetroVascular Inc,朝日インテック,25.88,70.9792,,188.217,,60.3025,,34.55,,,,
2018-07-06,7 Japanese solar assets,複数買収者,700.0,,,,,,,,,,,
2018-07-11,Visterra Inc,大塚ホールディングス,430.0,2960.84,,4315.01,,447.202,,19.4,,29.143,,PHARM PREPS
2018-07-12,Northforge Innovations Inc,ＡＣＣＥＳＳ,10.0,15.5003,,67.0107,,,,45.92,,,,PRGRMNG SVC
2018-07-12,"虎ノ門ヒルズ 森タワー,オランダヒルズ森タワー",森ヒルズリート投資法人,272.5,,,,,,,15.88,,,,
2018-07-12,PrimusTech Pte Ltd,日本アジアグループ,2.2,78.7382,,671.715,,18.8952,,22.35,,,,
2018-07-13,居住用施設4物件及びヘルスケア施設5物件,ケネディクス・レジデンシャル・ネクスト投資法人,226.7,,,,,,,,,,,
2018-07-13,ルーシッドスクエア恵比寿,東急リアル・エステート投資法人,40.02,,,,,,,16.39,,,,
2018-07-13,TOKYU REIT 木場ビル,Unnamed Buyer,37.8,,,,,,,,,,,
2018-07-17,グリーンベル薬局武蔵境店の調剤薬局事業,ソフィアホールディングス,1.5,9.08217,,72.4914,,,,0.61,,,,
2018-07-17,JSP Plastics Dongguan Co Ltd,ジェイエスピー,3.6,61.3907,,736.238,,41.1265,,10.42,,,,
2018-07-17,"Westin Grand Cayman Seven MileBeach Resort & Spa,Sunshine Suites Resort",インヴィンシブル投資法人,339.84,,,,,,,44.91,,,,
2018-07-17,"Hotel MyStays Premier Akasaka/Tokyo,Hotel MyStays Midosuji Honmachi/Osaka,Hotel MyStays Ueno East/Tokyo,Hotel MyStays Premier Sapporo Park/Sapporoshi",インヴィンシブル投資法人,423.03,,,,,,,44.91,,,,
2018-07-19,Sage Automotive Interiors Inc,旭化成,700.0,1940.12,,14459.3,,1010.74,,33.12,,,,AUTO PARTS
2018-07-19,エスケーサービス,ビックカメラ,3.64,334.734,,5561.74,,5.0923,,6.24,,,,
2018-07-19,あしたのチーム,ベクトル,28.6,55.5595,,138.068,,,,14.5,,,,
2018-07-19,旧本社/東京都練馬区,Unnamed Buyer,1.55,,,,,,,,,,,
2018-07-20,8物件太陽光発電所,日本再生可能ｴﾈﾙｷﾞｰｲﾝﾌﾗ投資法人,54.0,,,,,,,,,,,
2018-07-20,クレシェンドビル,Ｏｎｅリート投資法人,22.08,,,,,,,13.12,,,,
2018-07-20,新潟東堀通駐車場ビル,Unnamed Buyer,5.55,,,,,,,,,,,
2018-07-23,Shimadzu-GL Sciences Shanghai Laboratory Supplies,島津製作所,5.53,470.911,,2292.58,,182.172,,33.44,,,,ANALYT INSTR
2018-07-23,『YOKOZUNA data』に関する資産,ｷｰﾜｰｽﾞ･ｽﾀｼﾞｵｽﾞ,1.5,274.3,,320.595,,,,,,,,
2018-07-23,博多駅東113 ビル,合同会社Sunrise,12.53,,,,,,,,,,,
2018-07-23,ゲーム運営サポート事業,エヌジェイホールディングス,7.26,6.74296,,91.8399,,0.00816455,,0.25,,,,
2018-07-23,ホテルWBF 福岡天神南,スターアジア不動産投資法人,17.68,,,,,,,,,,,
2018-07-23,博多駅東113 ビル,合同会社Sunrise,13.04,,,,,,,,,,,
2018-07-24,Immovable property/Kyoto,ﾊﾝｳｪﾙ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,2.16,42.4715,,294.805,,21.8315,,,,,,
2018-07-24,アーバンライフ,三菱地所,158.99,242.667,5.92873,8633.65,18.2005,,,42.79,0.53,11.3212,,
2018-07-24,Essen Technology Beijing Co Ltd,テルモ,129.42,1545.17,,2910.94,,400.506,,31.1,,,,
2018-07-25,Park Electrochemical electronics business,ＡＧＣ,145.0,2857.4,,10699.9,,1052.52,,22.38,,,,
2018-07-26,モバイルアクセサリー事業,Ｈａｍｅｅ,1.92,14.3452,,44.037,,0.053065,,7.92,,,,
2018-07-26,イトーヨーカドー川崎店,Unnamed Buyer,121.51,,,,,,,,,,,
2018-07-26,レジディア北二条イーストIII,アドバンス・レジデンス投資法人,3.78,,,,,,,21.8,,,,
2018-07-27,保険代理店事業/デン・ホケン,ヒューリック,1.4,100.082,,2431.14,,3.05905,,12.32,,,,
2018-07-27,オリコ博多駅南ビル,投資法人みらい,15.16,,,,,,,,,,,
2018-07-30,17オフィス・6住宅・2ホテル・2その他,タカラレーベン不動産投資法人,580.22,,,,,,,,,,,
2018-07-30,賃貸用マンション/埼玉県,マーチャント・バンカーズ,3.72,1.67807,,12.8466,,0.0543712,,22.4,,,,
2018-07-30,JH Ziegler GmbH,帝人,146.45,622.84,,5839.09,,369.849,,36.02,,,,NONWEAVE FAB
2018-07-30,Centurion Capital Pacific Ltd,夢真ホールディングス,4.24,47.615,,,,0.0206197,,3.891,,,,
2018-07-31,東武ストア,東武鉄道,154.78,463.326,86.0407,3499.28,531.221,,,19.69,1.21,206.878,,
2018-07-31,ホーク・ワン,オープンハウス,74.75,65.108,,5945.76,,,,31.07,,,,REAL EST AGENT
2018-07-31,Nile Acquisition LLC,ソニーグループ,287.5,84.2094,,64791.7,,952.473,,59.69,,,RADIO/TV EQUIP,
2018-07-31,長期収載品41製品,アルフレッサ ホールディングス,75.31,709.851,,22513.7,,45.4932,,31.53,,,,
2018-07-31,Soko Seiren Mexicana SA DE CV,旭化成,5.0,1940.12,,14459.3,,1010.74,,33.12,,,,
2018-07-31,ザ・ビー福岡天神,ユナイテッド・アーバン投資法人,26.83,,,,,,,,,,,
2018-07-31,鈴木シャッター,三和ホールディングス,60.33,492.607,,2945.36,,236.796,,35.43,,,,METAL DOORS
2018-07-31,ホーク・ワン,オープンハウス,178.89,65.108,,5945.76,,,,31.07,,,,REAL EST AGENT
2018-08-01,福岡空港ビルディング株式会社,複数買収者,402.94,,,,,,,,,,,NONRESID OPER
2018-08-01,ソルコム,ミライト・ホールディングス,126.11,137.893,10.5768,3852.6,348.671,,0.462338,22.59,1.49,21.4445,,
2018-08-01,四国通建株式会社,ミライト・ホールディングス,86.07,137.893,,3852.6,,,,22.59,,,,ELECTRICAL WRK
2018-08-01,建物管理サービス,デュアルタップ,1.18,2.29664,,47.3444,,,,1.01,,,REAL EST AGENT,
2018-08-01,東郷コールドセンター,大宝運輸,20.59,32.9669,,67.3397,,0.0825204,,,,,,
2018-08-02,山陽特殊製鋼,日本製鉄,936.53,7085.86,81.5964,44213.7,2357.32,5285.51,201.709,29.8,8.61,266.627,,
2018-08-02,ｵﾊﾞｺ,山陽特殊製鋼,910.96,81.5964,228.204,2357.32,975.516,201.709,51.4542,8.61,,71.6243,,CONSULTING SVC
2018-08-02,MFIP印西,三井不動産ﾛｼﾞﾊﾟｰｸ投資法人,19.53,,,,,,,,,,,
2018-08-02,インドネシア三井住友銀行,ﾊﾞﾝｸBTPN,609.17,220.706,,,,,,,,,,COML BANK NEC
2018-08-03,Iguchi Kensetsu Co Ltd,大盛工業,2.08,2.09572,,37.6843,,0.000245924,,8.55,,,,GEN CONSTR/NEC
2018-08-03,"ライオンパッケージング,Varsan pesticide business",レック,12.59,31.5726,,303.158,,16.0835,,17.05,,,,
2018-08-03,三井ホーム,三井不動産,254.95,533.282,172.357,16401.2,1881.48,,18.1604,46.04,15.19,462.132,,
2018-08-03,Misuzu & Co KK,ロコンド,1.08,9.29944,,21.7851,,0.288429,,19.34,,,,
2018-08-06,株式会社泉精器製作所,複数買収者,163.35,,,,,,,,,,,ELEC HSWARES
2018-08-06,Avnera Corp,ｽｶｲﾜｰｸｽ･ｿﾘｭｰｼｮﾝｽﾞ,405.0,,,2596.7,,37.8,,,,,SEMICONDUCTORS,SEMICONDUCTORS
2018-08-06,（株）紀陽カードディーシー,紀陽銀行,1.75,126.857,,,,,,12.09,,,,
2018-08-06,紀陽カード,紀陽銀行,6.19,126.857,,,,,,12.09,,,,S/T BUS CRED
2018-08-06,United Dhaka Tobacco Co Ltd,日本たばこ産業,1471.66,2883.87,,8707.49,,3241.02,,12.19,,,,
2018-08-06,Ｄ．Ａ．ｺﾝｿｰｼｱﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ,博報堂ＤＹホールディングス,294.48,1442.83,98.6523,7302.36,1701.51,,,16.05,15.62,180.995,,
2018-08-06,朝日工業,合同製鐵,169.74,33.3272,10.1026,1467.44,304.441,134.156,19.861,15.18,0.18,62.7626,,
2018-08-07,Grand Yamagata Lease Co Ltd,フィデアホールディングス,14.62,240.648,,,,,,12.08,,,,
2018-08-07,富士カーボン製造所,アルコニックス,71.92,57.1364,,1589.1,,18.8771,,20.79,,,,CARBON/GRAPHIT
2018-08-07,"R&Bホテル東日本橋,ザ・ビー 赤坂見附,ザ・ビー お茶の水",合同会社タイガー２,109.23,,,,,,,,,,,
2018-08-07,Customer book & IP/VPCL Ltd,パーソルホールディングス,2.82,839.34,,7107.56,,,,45.77,,,,
2018-08-07,Taiyo Industry Co Ltd,ＯＣＨＩホールディングス,16.18,47.4674,,850.58,,,,0.25,,,,INDL MACH/EQUI
2018-08-07,Qualichem Inc,ユシロ化学工業,56.5,29.9596,,229.03,,21.8877,,8.09,,,,CHEM PREPS NEC
2018-08-08,"GC-M PTA Co Ltd,Thai Pet Resin Co Ltd",PTTｸﾞﾛｰﾊﾞﾙ･ｹﾐｶﾙ,125.0,471.165,,11536.4,,195.633,,,,,,
2018-08-08,オリイメック,アマダ,112.64,578.891,,1487.7,51.773,160.031,,39.55,,18.1854,,
2018-08-08,エナリス,複数買収者,252.14,,6.29993,,666.443,,0.877932,,2.86,31.8878,,DATA PROCESS
2018-08-08,11 storey residential building Minato-ku/Tokyo,Unnamed Buyer,7.71,,,,,,,,,,,
2018-08-08,園芸ネット,ユニバーサル園芸社,1.35,19.6462,,35.0718,,0.0152219,,0.82,,,,
2018-08-09,Kanpai Ramen Co Ltd,力の源ホールディングス,2.1,46.3396,,49.4894,,1.73352,,30.66,,,,
2018-08-09,Nichirin Spain SL,ニチリン,4.62,22.7224,,430.45,,23.0591,,18.91,,,,VEHICLE PARTS
2018-08-09,Asteron Life & Superannuation Ltd,第一生命ホールディングス,472.96,,,,,,,35.333,,,,LIFE INSURANCE
2018-08-09,ファスフォードテクノロジ,ＦＵＪＩ,196.4,60.1738,,777.476,,66.5763,,34.08,,,,
2018-08-10,調剤薬局事業,ソフィアホールディングス,1.85,9.08217,,72.4914,,,,0.61,,,,
2018-08-10,10 properties in Japan,サムティ・レジデンシャル投資法人,65.81,,,,,,,4.55,,,,
2018-08-10,KnowRe Americas Inc,ﾃｷｮ,26.51,135.824,,469.237,,0.19471,,,,,,
2018-08-10,S-RESIDENCE 松戸,サムティ・レジデンシャル投資法人,7.59,,,,,,,4.55,,,,
2018-08-10,フレスコ,ケイアイスター不動産,3.56,43.1386,,1332.24,,,,13.0,,,REAL EST AGENT,
2018-08-10,タッチストーン・キャピタル・マネージメント,ダントーホールディングス,4.88,9.69803,,34.6396,,0.561471,,7.02,,,,
2018-08-10,Quethera Ltd,アステラス製薬,108.37,2687.12,,2338.31,,401.013,,45.62,,,,
2018-08-10,Quattro Group Holding Ltd,夢真ビーネックスグループ,10.04,56.8153,,900.269,,,,17.8,,,,
2018-08-11,SuperVia- Concessionaria de Transporte Ferroviario,三井物産,207.46,2800.69,,87593.0,,462.21,,30.06,,,PETR PROD NEC,ARR TRAVEL NEC
2018-08-13,GLP 大阪,ＧＬＰ投資法人,325.17,,,,,,,,,,,
2018-08-13,"GLP 西宮,GLP 藤前",ＧＬＰ投資法人,42.72,,,,,,,,,,,
2018-08-13,エス ・ワイ・エス,ＲＩＺＡＰグループ,1.67,370.92,,865.379,,7.12413,,0.5,,,,
2018-08-13,"GLP 湘南,GLP 摂津,GLP 滋賀",ＧＬＰ投資法人,160.06,,,,,,,,,,,
2018-08-13,GLP 寝屋川,ＧＬＰ投資法人,73.16,,,,,,,,,,,
2018-08-13,GLP 新砂,ＧＬＰ投資法人,165.3,,,,,,,,,,,
2018-08-14,LifeTech KK,オープンスマイル,1.62,,,,,,,,,,,
2018-08-14,"CS恵那市発電所,CS大山町発電所(A)&同発電所(B),CS高山市発電所",カナディアン・ソーラー・インフラ投資法人,103.79,,,,,,,,,,,
2018-08-16,ディーフィット,ヤーマン,7.89,12.4438,,130.757,,10.1853,,9.0,,,,
2018-08-17,共同住宅/東京,日本リビング保証,2.81,4.99853,,8.94692,,,,7.59,,,,
2018-08-17,"共同住宅/北海道札幌市中央区,共同住宅/北海道札幌市東区",日本リビング保証,3.26,4.99853,,8.94692,,,,7.59,,,,
2018-08-18,台灣千冠莉有限公司,ビューティガレージ,1.25,10.681,,138.22,,,,20.45,,,ELECTRIC EQUI,
2018-08-20,横浜アイランドタワー,MCUBS MidCity投資法人,200.34,,,,,,,2.23,,,,
2018-08-20,松下ＩＭＰビル,Unnamed Buyer,244.76,,,,,,,,,,,
2018-08-20,ＭＩＤ ＲＥＩＴ京橋ビル,Unnamed Buyer,15.41,,,,,,,,,,,
2018-08-20,南大阪電子計算センター,サイバーリンクス,3.04,13.4321,,89.4348,,0.041181,,2.43,,,,
2018-08-20,Fecon Mining JSC,アジアパイルホールディングス,20.08,46.5807,2.67608,699.141,24.2387,16.0293,1.66055,10.97,,0.955351,,
2018-08-20,南大阪電子計算センター,サイバーリンクス,21.59,13.4321,,89.4348,,0.041181,,2.43,,,,
2018-08-21,アーバンパーク新横浜,九州旅客鉄道,25.12,297.907,,2109.04,,75.5085,,27.85,,,RAILROAD OPER,
2018-08-21,アルク,フリービット,23.81,41.0714,15.0912,324.982,49.1554,10.5351,0.557268,3.78,0.02,48.4117,,MISC RTAIL NEC
2018-08-21,アミューズメントメディア学院本館,スターアジア不動産投資法人,23.36,,,,,,,,,,,
2018-08-21,東神戸センタービル,スターアジア不動産投資法人,67.36,,,,,,,,,,,
2018-08-21,ベストウェスタン東京西葛西グランデ,スターアジア不動産投資法人,28.79,,,,,,,,,,,
2018-08-21,"Virtual Calibre SDN BHD,Virtual Calibre MSC SDN BHD,Virtual Calibre Consulting SDN BHD",日本システム技術,15.5,15.7129,,141.697,,0.0229997,,11.07,,,,
2018-08-21,ホテルWBFアートステイなんば,スターアジア不動産投資法人,18.11,,,,,,,,,,,
2018-08-21,グランジット秋葉原,スターアジア不動産投資法人,22.63,,,,,,,,,,,
2018-08-22,シーツー,トライアンフコーポレーション,6.24,,,18.3178,,,,,,,,
2018-08-22,"Fresh Direct Pte Ltd,Kitchenomics Ptd Ltd",トーホー,36.52,184.034,,1419.35,,0.315186,,2.87,,,,
2018-08-23,"ロジクロス神戸三田,ロジクロス厚木",三菱地所物流リート投資法人,110.91,,,,,,,,,,,
2018-08-24,厨房白岡センターにおける食品製造販売事業,STIフードホールディングス,8.45,,,,,,,,,,,
2018-08-24,コートホテル倉敷,いちごホテルリート投資法人,15.51,,,,,,,15.03,,,,
2018-08-24,イオンモール甲府昭和増築棟,イオンリート投資法人,63.84,,,,,,,,,,,
2018-08-28,"Building A/m-City Kashiwa,Building B/m-City Kashiwa",日本都市ファンド投資法人,49.69,,,,,,,2.53,,,,
2018-08-28,イオン戸畑ショッピングセンター,アセットファイナンス戸畑合同会社,54.65,,,,,,,,,,,
2018-08-28,Carret Holdings Inc,ＳＢＩホールディングス,10.0,544.291,,1875.01,,,,45.59,,,,
2018-08-29,Nursing home property/Kanagawa,ソフトバンクグループ,18.18,6962.65,,26905.7,,,,26.71,,,PHONE NO RADI,
2018-08-29,Opcity Inc,ﾆｭｰｽﾞ･ｺｰﾎﾟﾚｰｼｮﾝ,210.0,,,4911.0,,,,,,,NEWSPAPER PUBL,
2018-08-29,永九能源,ジー・スリーホールディングス,7.88,1.11053,,25.2797,,,,0.21,,,,
2018-08-29,Carret Holdings Inc,モーニングスター,12.06,8.35894,,34.1388,,0.011319,,33.74,,,,
2018-08-30,Singapore Paints & Contractor Pte Ltd,淺沼組,4.64,37.0816,,1133.34,,,,16.22,,,,
2018-08-30,ポゴ金鉱山,ﾉｰｻﾞﾝｽﾀｰ･ﾘｿｰｼｽﾞ,260.0,339.452,,1631.65,,283.462,,,,,,
2018-08-30,住商ブランドマネジメント,夢展望,4.49,11.5738,,28.7099,,0.182081,,1.06,,,,
2018-08-30,ワイズ,エムスリー,13.67,210.632,,708.383,,,,31.5,,,,
2018-08-31,Joslyn Oil Sands Project,ｶﾅﾃﾞｨｱﾝ･ﾅﾁｭﾗﾙﾘｿｰｼｽﾞ,172.27,,,10107.4,,,,,,,CRUDE PETR/NG,
2018-08-31,新日本科学ＳＭＯ,エムスリー,9.0,210.632,,708.383,,,,31.5,,,,
2018-08-31,Project Management Partners Pty Ltd,アウトソーシング,30.31,2922.44,,3466.65,,14.9274,,42.16,,,,CONSULTING SVC
2018-08-31,桑山,有限会社山洋,98.09,,16.5776,,214.907,,16.8075,,2.54,74.3236,,
2018-08-31,Allen Lane Topco Ltd,アウトソーシング,26.98,2922.44,,3466.65,,14.9274,,42.16,,,,
2018-09-03,電子黒板サービス事業,テクノホライゾン,6.75,23.6024,,197.371,,14.3683,,2.0,,,,
2018-09-04,"東京パークサイドビル,肥後橋センタービル",Ｏｎｅリート投資法人,173.97,,,,,,,13.12,,,,
2018-09-04,メディカル・ケア・サービス,複数買収者,129.26,,,,182.097,,0.245077,,,,,RESDNTL CARE
2018-09-06,品川シーズンテラス,ヒューリックリート投資法人,55.08,,,,,,,,,,,
2018-09-06,ＷＢＦリゾート沖縄,WBFホールディングス,42.97,,10.4013,,3.70237,,0.158229,,,43.4067,,HOTEL/MOTEL
2018-09-06,"Sin Hin Frozen Food Pte Ltd,Livio Frozen Food Pte Ltd",ﾖｼﾑﾗ･ﾌｰﾄﾞ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,19.45,11.3478,,214.685,,11.5989,,5.9,,,,
2018-09-07,えふなな,イトクロ,2.88,5.88226,,,,,,14.18,,,INFO RETR SVC,
2018-09-07,エキサイト,ＸＴｅｃｈ,18.84,,12.6174,,29.9428,,,,4.43,28.5213,,
2018-09-07,東北パイオニアEG,デンソー,98.19,2120.89,,42500.5,,1758.98,,20.77,,,,
2018-09-07,アイミッションズパーク印西,伊藤忠アドバンス・ロジスティクス投資法人,161.25,,,,,,,,,,,
2018-09-07,"アイミッションズパーク厚木,アイミッションズパーク柏,アイミッションズパーク野田,アイミッションズパーク守谷,アイミッションズパーク三郷,アイミッションズパーク千葉北",伊藤忠アドバンス・ロジスティクス投資法人,323.75,,,,,,,,,,,
2018-09-10,加賀FEI,加賀電子,183.69,169.626,31.3026,3751.41,2236.83,62.743,,16.08,7.72,69.5603,,
2018-09-10,新村印刷,光村印刷,14.98,13.4746,,123.654,,1.10254,,0.9,,,,GRAVURE PRINT
2018-09-10,ｲﾝﾃｸﾞﾚｰﾃｯﾄﾞ･ﾃﾞﾊﾞｲｽ･ﾃｸﾉﾛｼﾞｰ,ルネサスエレクトロニクス,6516.46,1605.4,,4131.8,372.598,50.455,4.345,28.09,,371.369,,SEMICONDUCTORS
2018-09-11,Asiabest Group International Inc,ﾕﾆﾊﾞｰｻﾙｴﾝﾀｰﾃｲﾝﾒﾝﾄ,12.0,117.791,,352.679,,93.4463,,82.6,,0.139013,,
2018-09-12,パイオニア,Baring Private Equity Asia Ltd,691.76,,227.541,,2690.89,,148.277,,20.52,580.605,CONSULTING SVC,ELEC COMP NEC
2018-09-12,Top Data Science Ltd,モルフォ,5.01,3.13618,,7.4476,,,,4.08,,,,
2018-09-12,船橋物流センター,船橋ロジスティクス不動産販売合同会社,70.97,,,,,,,,,,,
2018-09-13,ディレクト,ＲＰＡホールディングス,14.7,8.32083,,98.0927,,,,9.9,,,,
2018-09-13,Alpha Design Co Ltd,ミマキエンジニアリング,3.46,61.5016,,310.085,,44.9111,,11.19,,,,PROC CTRL INST
2018-09-13,リーガル賃貸保証,GAtechnologies[ｼﾞｰｴｰﾃｸﾉﾛｼﾞｰｽﾞ],1.34,21.8219,,628.412,,0.458628,,13.43,,,,
2018-09-14,レモネード,ＵＵＵＭ,4.48,1.33795,,166.851,,0.012331,,3.063,,,,
2018-09-14,バイテックホールディングス,レスターホールディングス,522.53,64.664,27.3991,3016.64,1648.38,10.1799,0.0354076,14.2,8.57,70.9489,,
2018-09-14,双葉電気,サコス,1.56,22.0092,,106.06,,1.44885,,0.05,,,,
2018-09-14,"はなことば南,はなことば三浦",ヘルスケア＆メディカル投資法人,15.05,,,,,,,,,,,
2018-09-14,グランクレールセンター南,コンフォリア・レジデンシャル投資法人,37.05,,,,,,,,,,,
2018-09-14,ビクタス,ナレッジスイート,2.68,3.44432,,13.2342,,,,25.56,,,,
2018-09-14,MFLPつくば,三井不動産ﾛｼﾞﾊﾟｰｸ投資法人,47.03,,,,,,,,,,,
2018-09-14,"インボイス,合同会社ジーアイ・ホールディングス",複数買収者,82.44,,,,,,,,,,,
2018-09-18,リビングプロシード,Success Holders,3.98,5.66728,,,,0.000867914,,4.14,,,,BUSINESS SVC
2018-09-19,ムーミンバレーパークの内外装,みずほリース,8.39,104.83,,,,,,11.71,,,,
2018-09-19,Quay Appointments Pty Ltd,ウィルグループ,9.34,122.48,,910.32,,,,14.48,,,,EMPLOY AGENT
2018-09-19,優先出資証券/尼崎プロパティー特定目的会社,ラサールロジポート投資法人,10.88,,,,,,,,,,,
2018-09-19,新橋オーイズミビル,Unnamed Buyer,18.27,,,,,,,,,,,
2018-09-20,Neo Energy UKCS Ltd,Neo Energy Upstream UK Ltd,501.11,,,,,,,,,,,
2018-09-20,プロロジスパーク古河3,日本プロロジスリート投資法人,48.36,,,,,,,30.0,,,,
2018-09-20,Acrylic sheet business/European,ｼｭﾜｲﾀｰ･ﾃｸﾉﾛｼﾞｰｽﾞ,121.85,231.936,,,,85.0836,,,,,,
2018-09-20,"TI龍ヶ崎太陽光発電所,TI牛久太陽光発電所,TI鹿沼太陽光発電所,TI矢吹太陽光発電所,TI釧路太陽光発電所",東京インフラ・エネルギー投資法人,75.78,,,,,,,,,,,
2018-09-20,上海金和源建設工程有限公司,米源集団,6.86,,,,,,,,,,,
2018-09-21,SIS '88 Pte Ltd,複数買収者,100.0,,,,,,,,,,,GROCERIES
2018-09-21,Korea Vaccum Ltd,新明和工業,13.82,90.9447,,1682.92,,171.675,,16.41,,,,
2018-09-21,DPL Kitakyushu/Fukuoka,大和ハウスリート投資法人,31.18,,,,,,,3.0,,,,
2018-09-21,金型製造事業,ＴＯＷＡ,4.72,18.6462,,246.917,,7.0691,,23.65,,,,
2018-09-21,Evermere Keshohin KK,LG生活健康[ｴﾙｼﾞｰ･ﾊｳｽﾎｰﾙﾄﾞ･ｱﾝﾄﾞ･ﾍﾙｽｹｱ],13.09,697.406,,2650.18,,89.1789,,,,,,TOILETRIES
2018-09-21,コアエッジ,フリュー,2.66,28.5061,,129.106,,3.57819,,10.0,,,GAME/TOY/VEHL,
2018-09-25,たのしい家/大田多摩川,ケネディクス・レジデンシャル・ネクスト投資法人,27.08,,,,,,,,,,,
2018-09-25,KDXレジデンス上北沢,ケネディクス・レジデンシャル・ネクスト投資法人,12.04,,,,,,,,,,,
