取引ﾀｲﾌﾟ	発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)
M&A	07/21/2006	日の出証券	大和証券グループ本社		54.16	Completed					1936.28	20.6842		5094.63							N.A.	8601 JP	15671	Diversified Finan Serv	HSCLZ JP	239	Diversified Finan Serv						61.796	59.414		
M&A	10/22/1999	アポロ電子工業	ローム		54.13	Completed					822.305	12.2275	32.7506	3664.44							N.A.	6963 JP	22830	Semiconductors	6978 JP		Electronics						535.959	465.156		
M&A	11/27/2018	"HF南砂町レジデンス,HF三田レジデンスII,HF門前仲町レジデンス,浜町平和ビル"	平和不動産リート投資法人	平和不動産	54.1	Completed	180.684	22.6644	29.5383	587.145	71.5261	45.5098		117.722					8803 JP	240	Real Estate	8966 JP		REITS			Real Estate				234.017	217.803				
M&A	06/25/2019	東京建物京橋ビル	東京建物	日本ﾌﾟﾗｲﾑﾘｱﾙﾃｨ投資法人	54.08	Pending	190.764	48.5128		312.175	757.769	17.7771	27.1751	3241.69					8955 JP		REITS	8804 JP	5344	Real Estate			Real Estate						172.741	164.474		
M&A	03/26/2021	DPL新習志野	大和ハウスリート投資法人	大和ハウス工業	54.07	Completed	4080.87	8.52323	20.0764	39020.7	318.716	43.2651		508.683					1925 JP	71299	Home Builders	8984 JP		REITS			Real Estate				390.045	355.83				
M&A	08/30/2016	ヒューリック虎ノ門ビル	ヒューリックリート投資法人	ヒューリック	54.06	Completed	1206.68	28.1339	38.131	3751.81	122.696	51.9493		191.541					3003 JP	1934	Real Estate	3295 JP		REITS			Real Estate				112.107	103.512				
M&A	07/20/2018	8物件太陽光発電所	日本再生可能ｴﾈﾙｷﾞｰｲﾝﾌﾗ投資法人	"東急不動産ホールディングス,一般社団法人RJパワープラント,ひまわり発電所合同会社,シリウス・ソーラジャパン22 合同会社"	54	Completed					21.6687	26.8675		29.9151							"Energy-Alternate Sources, Investment Companies, Real Estate"	9283 JP		REITS			Energy-Alternate Sources						4424.32	4269.8		
M&A	11/22/2010	土地及び建物	ドウシシャ	大和地所レジデンス	53.94	Completed	126.618	10.3765	24.4579	1075	88.9283	8.66663	29.9587	944.276					8878 JP	162	Real Estate	7483 JP	1486	Distribution/Wholesale			Real Estate						184.7	173.6		
M&A	06/28/2006	大京オーストラリア	オリックス	大京	53.93	Completed	202.523	5.95715	15.3187	3008.49	6652.46	36.345		8147.6					8840 JP	5621	Real Estate	8591 JP	33153	Diversified Finan Serv	756445Z AU		Real Estate					173.85	251.802	219.341		
M&A	11/29/2019	IIF横浜都筑R&Dセンター	産業ファンド投資法人	アイネス	53.93	Completed	43.4967	6.01742	20.5667	382.886	174.872	52.0136		269.377					9742 JP	1614	Computers	3249 JP		REITS			REITS				92.4	86.1				
M&A	10/24/2013	SIA高輪台ビル	ケネディクス・オフィス投資法人	グローバル・アセットワン・ホールディング	53.92	Completed					182.923	46.5077		290.527					0887350D JP		Investment Companies	8972 JP		REITS			Home Builders							14350		
M&A	02/24/2011	ＳＢＩベリトランス	ＳＢＩホールディングス		53.92	Completed					1976.2	32.8176	68.1774	5330.42	16.0636	18.5595	31.3932	72.3363			N.A.	8473 JP	9209	Internet	3749 JP	88	Commercial Services						283.005	281.59	7008.8	5706.3
M&A	12/26/2011	ホテルJALシティ四谷	ユナイテッド・アーバン投資法人	プライム社団法人	53.9	Completed					243.456	39.7692		417.4					0119806D JP		Real Estate	8960 JP		REITS			Lodging									
M&A	05/12/2016	ギャバン	ハウス食品グループ本社		53.86	Completed					296.738	7.4404	43.2087	2610.57	2.96159	1.34983	20.1327	84.7109			N.A.	2810 JP	6300	Food	2817 JP	280	Food						144.135	128.944		
M&A	04/28/2017	"Fuji Autotech USA LLC,TF-METAL KK,Fujikiko Tachi-s Mexico SA DECV,浙江富昌泰汽車零部件"	タチエス	富士機工	53.85	Completed	100.219	6.12432	18.7427	1048.11	15.244	-2.32296	6.00373	1968.7					7260 JP	4247	Auto Parts&Equipment	7239 JP	12421	Auto Parts&Equipment			Auto Parts&Equipment									
M&A	03/01/2001	三笠コカ・コーラボトリング	コカ･コーラ ボトラーズジャパンホールディングス	西武百貨店	53.84	Completed					397.989	-2.15793	44.7885	7275.3	9.24834	0.436282	42.7007	269.931	SEIBDZ JP		Retail	2579 JP	16274	Beverages	2575 JP	613	Beverages						-5.186	17.43		
M&A	05/18/2007	ゆめおおおかオフィスタワー	日本ﾌﾟﾗｲﾑﾘｱﾙﾃｨ投資法人		53.74	Completed					190.764	48.5128		312.175							N.A.	8955 JP		REITS			Real Estate									
M&A	02/22/2013	四谷213ビル	ユナイテッド・アーバン投資法人	オイラー	53.72	Completed					243.456	39.7692		417.4					0743469D JP		Investment Companies	8960 JP		REITS			Real Estate									
M&A	02/15/2021	筑波信用保証	全国保証	筑波銀行	53.66	Pending		9.45623		323.826	381.505	79.559		466.892					8338 JP	1467	Banks	7164 JP	258	Diversified Finan Serv	1866464D JP		Insurance									
M&A	05/26/2009	中央運輸	スズケン		53.64	Completed					186.122	0.452109	7.28465	20201.5	5.65986	3.10748	8.97494	75.622			N.A.	9987 JP	15041	Pharmaceuticals	9053 JP	374	Transportation						160.43	125.996		
M&A	09/29/2003	ＪＦＥ工建	ｼﾞｪｲ ｴﾌ ｲｰ ﾎｰﾙﾃﾞｨﾝｸﾞｽ		53.59	Completed					3279.7	3.13327	12.6283	31674.6	12.0306	1.03058	6.26717	881.819			N.A.	5411 JP	64371	Iron/Steel	1755 JP		Engineering&Construction						317.775	430.558		
M&A	09/07/2004	ユナイテッド・シネマ	Consortium	United Cinemas International	53.58	Completed													375999Z LN		Entertainment			Distribution/Wholesale	UNTCMZ JP		Entertainment									
M&A	10/15/2007	三洋信販	ＳＭＢＣコンシューマーファイナンス		53.58	Completed					331.429	11.4529		2094.32	509.912	7.5248		1113.14			N.A.	8574 JP	4196	Diversified Finan Serv	8573 JP	970	Diversified Finan Serv									
M&A	01/13/2011	志村ショッピングセンター	フロンティア不動産投資法人	文化シヤッター	53.56	Completed	134.21	5.60566	26.3113	1665.15	144.9	52.5281		202.931					5930 JP	4764	Building Materials	8964 JP		REITS			Real Estate									
M&A	12/16/2020	アーバンネット麹町ビル	Unnamed Buyer(s)	ＮＴＴ都市開発リート投資法人	53.56	Pending	101.948	41.6765		177.419									8956 JP		REITS			Investment Companies			Real Estate									
M&A	11/13/2008	保安工業	日本リーテック		53.53	Completed					40.8268	5.97205	14.5692	510.018	17.5691	7.73491	17.8805	203.592			N.A.	1938 JP	1543	Engineering&Construction	1957 JP	580	Commercial Services									
M&A	07/09/2003	株式会社リブロ	日販グループホールディングス	パルコ	53.48	Completed	188.325	6.63767	25.5983	1022.79									8251 JP	2208	Retail	NPSHZ JP		Retail	LIBROZ JP		Media				59.35	61.82				
M&A	12/12/2003	ＳＫ名古屋ビル信託受益権	ユナイテッド・アーバン投資法人	名古屋インベストメント	53.39	Completed					243.456	39.7692		417.4					NIVZ JP		Real Estate	8960 JP		REITS			Real Estate									
M&A	12/19/2011	名古屋日興証券ビル	ケネディクス・オフィス投資法人	ﾌﾟﾙﾃﾞﾝｼｬﾙ･ﾌｧｲﾅﾝｼｬﾙ	53.34	Completed		16.8597		63370	182.923	46.5077		290.527					PRU US	41671	Insurance	8972 JP		REITS			Engineering&Construction				12.828	13.397		14350		
M&A	05/19/2014	横浜商品管理センター	東急不動産ホールディングス	髙島屋	53.32	Completed	211.954	-1.02521	24.1212	6283.15	1103.23	7.48112	18.992	8873.72					8233 JP	7550	Retail	3289 JP	23411	Real Estate			Commercial Services				69.733	42.417	61.288	48.217		
M&A	02/20/2004	Alps Business Service Corp	ＬＤＨ	マルフク	53.31	Completed					-0.981915	-1.97952	53.1797	709.175					MAUZ JP		Diversified Finan Serv	4753 JP	2953	Internet	ABSKKZ JP		Diversified Finan Serv									
M&A	06/26/2015	Nishi Shinjuku KF building in Tokyo	インベスコ・オフィス・ジェイリート投資法人		53.29	Completed					96.3777	46.7644		164.759							N.A.	3298 JP		REITS			Real Estate									
M&A	03/31/2015	ミヤコ化学	蝶理	ＫＨネオケム	53.26	Completed	144.382	11.956	24.1976	868.31	74.6047	3.12198	11.8951	2140.55					4189 JP	829	Chemicals	8014 JP	969	Distribution/Wholesale	MYKKGZ JP		Distribution/Wholesale				274.933	303.223				
M&A	02/05/1999	ハイマート	エコス		53.22	Completed					67.0313	4.16442	25.1644	1253.94							N.A.	7520 JP	5462	Food	9881 JP		Retail									
M&A	05/25/2007	エーベル	クオールホールディングス	"三菱商事,メディパルホールディングス"	53.21	Completed					124.733	5.28185	13.4911	1531.08							"Distribution/Wholesale, Pharmaceuticals"	3034 JP	5517	Retail	EBERCZ JP		Retail						142.72	133.82		
M&A	01/31/2006	ドゥ・スポーツプラザ晴海	明豊エンタープライズ	日新製糖	53.15	Completed	35.5601	5.69186	20.1222	518.881	9.32551	9.65278	19.9766	95.3675					2116 JP	310	Food	8927 JP		Real Estate			Leisure Time									
M&A	11/26/2009	ワンダーテーブル	ヒューマックス/東京		53.13	Completed									4.44002	-0.74423	74.3434	113.625			N.A.	HUMAXZ JP		Retail	9174 JP	264	Retail									
M&A	06/10/2015	FORECAST 五反田 WEST	日本リート投資法人	五反田大橋インベストメント特定目的会社	53.11	Pending					106.885	54.0711		162.568					1286258D JP		Real Estate	3296 JP		REITS			Real Estate									
M&A	12/02/2011	モンテカルロ	イエローハット		53.11	Completed					149.05	9.17424	40.8351	1401.78	1.44054	0.421121	35.3944	101.817			N.A.	9882 JP	3962	Retail	7569 JP	343	Retail									
M&A	02/23/2015	不動産を信託する信託受益権	Unnamed Buyer	大和証券オフィス投資法人	53.07	Pending	170.715	50.7693		268.59									8976 JP		Real Estate			Commercial Services			Real Estate									
M&A	04/28/2015	日鉄ＳＧワイヤ	日本製鉄		53.06	Completed					4670.09	3.75005	14.5939	48848.7	52.2286	5.09646	17.6507	526.918			N.A.	5401 JP	106226	Iron/Steel	5657 JP	1460	Electrical Compo&Equip						317.183	432.033		
M&A	01/26/2017	イトーヨーカドー上福岡東店	長谷工コーポレーション	日本都市ファンド投資法人	53.05	Completed	333.058	41.7779		551.929	816.576	9.54863	17.1115	7994.72					8953 JP		REITS	1808 JP	7415	Home Builders			Real Estate						194.815	192.38		
M&A	02/14/2014	ネオファースト生命保険	第一生命ホールディングス	ＳＯＭＰＯホールディングス	53.03	Completed		6.22494		36098.2		7.83303		76065.6		-8.83958		1507.45	8630 JP	48115	Insurance	8750 JP	64823	Insurance	VYMPVZ JP	301	Insurance				498.488	436.463	272.763	263.32		
M&A	08/26/2009	日本無機	ダイキン工業	日本板硝子	53.03	Completed	444.247	1.9453	23.5635	5213.14	4042.38	10.8228	34.9903	25460.1	19.9869	7.53431	22.9089	183.125	5202 JP	25955	Building Materials	6367 JP	84870	Building Materials	5205 JP	227	Building Materials				112.418	118.44	862.81	767.656		
M&A	01/17/2019	セルテクノロジー	キッズウェル・バイオ		53.02	Pending					-9.7668	-88.3373	79.9433	11.0702							N.A.	4584 JP	39	Biotechnology	0882360D JP		Biotechnology						8	-56.9		
M&A	05/31/2021	クオーツタワー	ヒューリック	ユナイテッド・アーバン投資法人	52.98	Pending	243.456	39.7692		417.4	1206.68	28.1339	38.131	3751.81					8960 JP		REITS	3003 JP	1934	Real Estate			Real Estate						112.107	103.512		
M&A	12/10/2019	イオン東北	イオン		52.97	Completed					4836.53	2.33066	35.4201	81691.5	16.2766	0.572641	23.3793	906.426			N.A.	8267 JP	408567	Food	2655 JP	5003	Food						43.558	33.29		
M&A	07/11/2019	レジディア東銀座	Unnamed Buyer	アドバンス・レジデンス投資法人	52.92	Pending	206.964	48.9533		314.882									3269 JP		REITS			Investment Companies			Real Estate									
M&A	08/27/2010	セガトイズ	セガサミーホールディングス		52.87	Completed					273.519	4.9333	36.7248	2712.68	0.623073	-2.30722	19.0834	184.812			N.A.	6460 JP	7535	Leisure Time	7842 JP	100	Toys/Games/Hobbies						98.391	74.599		
M&A	12/02/2014	マンション３件	野村不動産ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人		52.84	Pending					61.9475	43.6389		98.6578							N.A.	3240 JP		REITS			Home Builders									
M&A	01/31/2019	ＪＩＥＣ	ＳＣＳＫ		52.84	Completed					615.886	11.5756	25.9775	3773.03		8.10921	23.9722	135.315			N.A.	9719 JP	14550	Computers	4291 JP	820	Computers						122.599	112.098		
M&A	04/30/2009	宮崎エプソン	セイコーエプソン		52.82	Completed					1334.3	6.77871	35.6576	10189.8	59.6511	-3.65246	11.6932	782.119			N.A.	6724 JP	80640	Office/Business Equip	6708 JP	211	Semiconductors						164.144	159.968		
M&A	03/14/2006	ＪＩＭＯＳ	サイバードホールディングス		52.81	Completed					18.142	3.29105	45.4251	255.571	6.39741	4.22903	51.9133	106.4			N.A.	4823 JP	25	Internet	3310 JP		Retail									
M&A	03/29/2011	土地及び建物	Unnamed Buyer	関西ペイント	52.76	Completed	506.172	9.39555	33.0459	3609.53									4613 JP	15908	Chemicals			Commercial Services			Real Estate				118.744	97.136				
M&A	01/20/2011	ハドソン	コナミホールディングス		52.71	Completed					632.257	17.0829	42.6797	2705.94	8.92382	4.30487	33.1897	168.541			N.A.	9766 JP	4982	Software	4822 JP	455	Software						396.625	353.057		
M&A	11/22/2013	イオンモール盛岡	イオンリート投資法人	イオンモール	52.71	Completed	960.027	14.056	23.2341	2861.8	214.636	38.2812		331.556					8905 JP	5208	Real Estate	3292 JP		REITS			Real Estate				160.527	130.159				
M&A	01/30/2013	池袋スクエア	フロンティア不動産投資法人	アガツマ・プロパティーズ	52.64	Completed					144.9	52.5281		202.931					0700829D JP		Real Estate	8964 JP		REITS			Home Builders									
M&A	12/02/2015	株式会社ガスター	リンナイ	"東京瓦斯,ＬＩＸＩＬ"	52.64	Completed					535.082	12.6625	34.0272	3383.98							"Building Materials, Gas"	5947 JP	10386	Building Materials	GASTAZ JP		Building Materials						601.727	567.785		
M&A	09/19/2019	ロジポート大阪大正	三菱地所物流リート投資法人	OTL2合同会社	52.63	Pending					50.1822	52.1424		71.2523					1749373D JP		Diversified Finan Serv	3481 JP		Real Estate			Real Estate									
M&A	11/14/2018	ソララプラザ	合同会社KRF80	ケネディクス商業リート投資法人	52.63	Completed	94.2522	47.6577		155.988									3453 JP		REITS	1686442D JP		Real Estate			Real Estate									
M&A	11/30/2010	物流倉庫	Unnamed Buyer	サッポロホールディングス	52.63	Completed	346.546	2.8915	30.2926	4080.54									2501 JP	7592	Beverages			Commercial Services			Real Estate				87.383	173.633				
M&A	09/11/2002	ランディックビル信託受益権	ＮＴＴ都市開発リート投資法人	ピーアールエーインベストメントワン	52.62	Completed					101.948	41.6765		177.419					PRAIOZ JP		Real Estate	8956 JP		REITS			Real Estate									
M&A	09/28/2015	旧豊橋事務所跡地	積水ハウス	ユニチカ	52.59	Pending	108.174	5.90326	25.0283	1043.9	2123.49	8.13451	19.8108	23441.4					3103 JP	3007	Textiles	1928 JP	28362	Home Builders			Real Estate				79.4	75.9	227.345	213.785		
M&A	01/29/2004	メディアリーヴス	株式会社KADOKAWA Future Publishing		52.54	Completed					42.6068	1.61455	25.1823	1465.4							N.A.	9477 JP	3316	Media	MDALVZ JP		Holding Companies-Divers						177.55	126.16		
M&A	11/07/2014	土地・建物/渋谷	ﾂｶﾀﾞ･ｸﾞﾛｰﾊﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞ	日本銀行	52.52	Pending					-48.0615	-32.5307	9.04138	267.189					8301 JP		Banks	2418 JP	2354	Commercial Services			Real Estate									
M&A	05/18/2004	インシュレーションボード事業	ニチハ	大建工業	52.52	Completed	184.863	5.98279	26.5704	1961.62	168.605	10.7557	39.8723	1145.62					7905 JP	3852	Forest Products&Paper	7943 JP	2966	Building Materials			Building Materials				255.25	287.95	290.585	276.415		
M&A	10/05/2005	ユニマットクリーンライフ	ユニマットライフ		52.52	Completed					68.8805	6.99493	50.5474	572.211	5.99692	9.39099	59.5313	56.4213			N.A.	7560 JP	2225	Retail	2421 JP	482	Commercial Services									
M&A	02/24/2016	G ビル銀座中央通り01	日本都市ファンド投資法人	特定目的会社銀座26	52.52	Completed					333.058	41.7779		551.929					1393902D JP		Investment Companies	8953 JP		REITS			Real Estate									
M&A	07/26/2013	カレイド渋谷宮益坂	東急リアル・エステート投資法人	合同会社オー・エムー・シー・イー開発	52.51	Completed					91.6098	48.7387		149.062					0851083D JP		Investment Companies	8957 JP		REITS			Real Estate									
M&A	03/18/2019	心斎橋ＭＧビル	フロンティア不動産投資法人	三井不動産	52.41	Completed	2869.33	9.85877	19.5199	19247.4	144.9	52.5281		202.931					8801 JP	23992	Real Estate	8964 JP		REITS			Real Estate				194.464	170.356				
M&A	02/23/2012	ＫＤＸ大森ビル	東京プロパティサービス	ケネディクス・オフィス投資法人	52.38	Completed	182.923	46.5077		290.527									8972 JP		REITS	0379083D JP		Commercial Services			Home Builders					14350				
M&A	03/04/2019	"ホテル日航高知旭ロイヤル,ホテルニラカナイ西表島"	星野リゾート・リート投資法人	"ユニマットホールディング,旭食品"	52.36	Completed					72.767	47.637		100.014							"Commercial Services, Food"	3287 JP		REITS			Real Estate									
M&A	09/16/2008	アーク森ビル/12階･22階部分	森ヒルズリート投資法人		52.36	Completed					135.462	62.72		184.176							N.A.	3234 JP		REITS			Real Estate									
M&A	01/06/2020	アイミッションズパーク印西	伊藤忠アドバンス・ロジスティクス投資法人	伊藤忠商事	52.33	Completed	7408.88	3.35292	17.1716	102296	40.2658	49.6454		53.0743					8001 JP	125944	Distribution/Wholesale	3493 JP		Diversified Finan Serv			Real Estate				414.335	443.416				
M&A	06/25/2019	ヒューリック銀座７丁目ビル	ヒューリックリート投資法人	ヒューリック	52.22	Completed	1206.68	28.1339	38.131	3751.81	122.696	51.9493		191.541					3003 JP	1934	Real Estate	3295 JP		REITS			Real Estate				112.107	103.512				
M&A	08/06/2020	Ohio medical manufacturing operation/Olympus Corp	ＮＩＳＳＨＡ	オリンパス	52.14	Completed	1555.25	13.4052	63.3546	7376.98	272.157	10.0153	22.856	1882.49					7733 JP	31653	Healthcare-Products	7915 JP	5390	Electronics			Healthcare-Products				89.69	75.369	167.154	308.713		
M&A	02/12/2019	ヤマハモーターロボティクスホールディングス	ヤマハ発動機		52.14	Completed					2073.26	10.0682	27.7462	16022.2	-24.8643	-26.7451	21.3657	121.24			N.A.	7272 JP	52437	Leisure Time	6274 JP	1179	Semiconductors						334.372	320.976		
M&A	08/21/1998	ホシ伊藤	ほくやく		52.13	Completed					20.8114	1.22133	7.84667	1326.69							N.A.	7526 JP	851	Distribution/Wholesale	9851 JP		Distribution/Wholesale									
M&A	11/10/2010	共同ビル/銀座No8	ケネディクス・オフィス投資法人		52.1	Completed					182.923	46.5077		290.527							N.A.	8972 JP		REITS			Real Estate							14350		
M&A	08/18/2006	ｷﾞｬｶﾞ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ	ＵＳＥＮ		52.03	Completed					147.115	14.0179	55.9978	700.091							N.A.	4842 JP	3273	Media	4280 JP		Entertainment									
M&A	01/13/2011	第36興和ビル	日鉄興和不動産	ジャパンエクセレント投資法人	51.99	Completed	120.935	43.2037		200.039	420.538	20.083	32.4454	1677.04					8987 JP		REITS	KOWREZ JP	1873	Real Estate			Real Estate									
M&A	02/22/2018	Residia Kamata V & IV	アドバンス・レジデンス投資法人	伊藤忠商事	51.97	Completed	7408.88	3.35292	17.1716	102296	206.964	48.9533		314.882					8001 JP	125944	Distribution/Wholesale	3269 JP		REITS			Real Estate				414.335	443.416				
M&A	02/27/2018	"レッドプラネット浅草東京,レッドプラネット名古屋錦,レッドプラネット那覇沖縄"	合同会社リオグランデ	レッド・プラネット・ジャパン	51.96	Completed	-8.636	-238.124	74.4196	5.59062									3350 JP	143	Lodging	1579695D JP		Investment Companies			Lodging									
M&A	05/22/2009	古河総合設備	富士古河Ｅ＆Ｃ		51.94	Completed					58.4778	7.6245	17.8145	703.283	6.17494	1.93716	10.8197	253.772			N.A.	1775 JP	1560	Engineering&Construction	1778 JP	467	Engineering&Construction									
M&A	10/22/2008	モック	複数買収者		51.86	Terminated									-3.61286	-11.4443	57.301	35.6549			N.A.			Investment Companies	2363 JP	179	Commercial Services									
M&A	02/20/2007	サンポット	長府製作所		51.86	Completed					38.359	6.119	26.0848	427.951	3.28878	2.45842	27.6098	88.8822			N.A.	5946 JP	1229	Building Materials	3428 JP		Home Furnishings						90.7	91.3		
M&A	05/14/2008	セカンドストリート	ゲオホールディングス		51.82	Completed					108.85	0.59362	38.2498	3020.5	8.6136	3.59416	67.0212	153.498			N.A.	2681 JP	14505	Retail	7641 JP	840	Retail									
M&A	08/25/2004	ファミリーネットジャパン	東京電力ホールディングス	大京	51.68	Completed	202.523	5.95715	15.3187	3008.49	4563.73	1.35348		51711.2					8840 JP	5621	Real Estate	9501 JP	37891	Electric	FAMNJZ JP		Telecommunications					173.85	70.557	56.66		
M&A	04/07/2021	アピタテラス横浜綱島	ケネディクス商業リート投資法人	合同会社RF3	51.65	Pending					94.2522	47.6577		155.988					1879210D JP		Real Estate	3453 JP		REITS			Real Estate									
M&A	03/23/2015	ETO Co Ltd	極東貿易		51.64	Completed					7.55158	0.856439	14.3747	503.382							N.A.	8093 JP	785	Electronics	6645348Z JP		Metal Fabricate/Hardware									
M&A	10/11/2016	5 properties in Tokyo&Kanagawa&Chiba	トーセイ・リート投資法人	トーセイ	51.59	Completed	139.955	22.5503	36.3672	562.961	36.0518	48.9375		59.4905					8923 JP	509	Real Estate	3451 JP		REITS			Real Estate				169.955	153.945				
M&A	08/20/2013	ジーフット	イオン		51.56	Completed					4836.53	2.33066	35.4201	81691.5	-80.9119	-12.9089	38.5345	656.536			N.A.	8267 JP	408567	Retail	2686 JP	4810	Retail						43.558	33.29		
M&A	11/20/2013	NS ビル	ソニーグループ	ニッキ	51.44	Completed	9.61306	8.56693	30.0999	57.6096	13957.5	10.8483	27.3408	87230.9					6042 JP	549	Auto Parts&Equipment	6758 JP	109700	Home Furnishings			Real Estate						683.457	616.949		
M&A	05/17/2002	キヤノンシステムアンドサポート 　	ｷﾔﾉﾝﾏｰｹﾃｨﾝｸﾞｼﾞｬﾊﾟﾝ		51.35	Completed					464.779	6.95156	34.4692	5237.42	10.7531	1.76931	50.2645	513.495			N.A.	8060 JP	16544	Office/Business Equip	8295 JP	5984	Retail						213.933	208.367		
M&A	10/07/2019	ワールドツール	大和ハウス工業	CLSA Capital Partners Ltd	51.34	Completed					4080.87	8.52323	20.0764	39020.7					CLSACZ HK		Diversified Finan Serv	1925 JP	71299	Home Builders	1283061D JP		Distribution/Wholesale						390.045	355.83		
M&A	02/21/2011	ファミマクレジット	ポケットカード		51.34	Completed					70.0697	13.9385		346.515							N.A.	8519 JP	402	Diversified Finan Serv	7926233Z JP		Diversified Finan Serv									
M&A	09/28/2012	土地及び建物	複数買収者	日機装	51.33	Completed	177.058	5.98254	33.2614	1514.88									6376 JP	8789	Miscellaneous Manufactur			"Home Builders, Real Estate"			Real Estate				92.577	64.65				
M&A	05/18/2001	Land in Niigata Pref	長谷工コーポレーション	日新製糖	51.19	Completed	35.5601	5.69186	20.1222	518.881	816.576	9.54863	17.1115	7994.72					2116 JP	310	Food	1808 JP	7415	Home Builders			Home Builders						194.815	192.38		
M&A	01/16/2006	オリジン東秀	パン・パシフィック・インターナショナルＨＤ		51.18	Terminated					1059.95	4.75854	29.1065	16048.4	31.8318	4.7303	60.9021	442.39			N.A.	7532 JP	16838	Retail	7579 JP	570	Food						108.726	95.792		
M&A	08/24/2007	パシフィックレジデンス祐天寺	日本ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	溜池ﾚｼﾞﾃﾞﾝｼｬﾙ･ﾌﾟﾛﾊﾟﾃｨｰｽﾞ	51.16	Completed					118.538	44.3937		190.12					TAMRSZ JP		Real Estate	8962 JP		REITS			Real Estate									
M&A	09/10/2001	Disney Store Japan/The	オリエンタルランド	ｻﾞ･ｳｫﾙﾄ･ﾃﾞｨｽﾞﾆｰ･ｶﾝﾊﾟﾆｰ	51	Completed	7960	4.04145	31.1176	63591	78.3711	-18.2881	5.54197	2012.23					DIS US	203000	Media	4661 JP	17157	Entertainment	DISTZ JP		Retail				4.892	2.254	265.391	-0.885		
M&A	08/01/2016	U S Paint Corp	関西ペイント	"プライベート･インベスター,武蔵塗料ホールディングス"	51	Completed					506.172	9.39555	33.0459	3609.53							"Chemicals, Investment Companies"	4613 JP	15908	Chemicals	7606203Z US	65	Chemicals						118.744	97.136		
M&A	09/30/2004	近鉄大森ビル信託受益権	ビッグフォレストキャピタル	ｸﾞﾛｰﾊﾞﾙ･ﾜﾝ不動産投資法人	50.94	Completed	68.1008	48.0085		107.735									8958 JP		REITS	BGFRCZ JP		Investment Companies			Real Estate									
M&A	10/08/2009	ビットキャッシュ	BC Co Ltd/Japan	ＬＤＨ	50.9	Completed	-0.981915	-1.97952	53.1797	709.175									4753 JP	2953	Internet	BCCOZ JP		Investment Companies	0191083D JP		Diversified Finan Serv									
M&A	01/29/2014	日立金属ＭＭＣスーパーアロイ	日立金属	三菱マテリアル	50.9	Completed	993.211	2.48144	11.9698	14731.6	95.5406	-4.62544	13.727	7830.48					5711 JP	27162	Mining	5486 JP	28620	Iron/Steel	0657794D JP		Mining				296.171	279.427	78.02	38.587		
M&A	10/14/2005	Land & Bldg in Ibaragi	エーアンドエーマテリアル	芙蓉総合リース	50.9	Completed	899.653	54.7335		812.359	16.3712	2.96177	21.4763	344.715					8424 JP	2637	Diversified Finan Serv	5391 JP	863	Building Materials			Home Builders				1110.61	1042.55				
