取引ﾀｲﾌﾟ	発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)
M&A	11/09/2020	アイミッションズパーク印西 2	伊藤忠アドバンス・ロジスティクス投資法人	三井住友信託銀行	50.89	Completed		24.0992		7441.26	40.2658	49.6454		53.0743					8403 JP	20472	Banks	3493 JP		Real Estate			Real Estate									
M&A	02/01/2018	Senseair AB	旭化成	"プライベート･インベスター,Inlandsinnovation AB"	50.89	Completed					3181.67	9.05038	32.5023	20985.9				27.2903			"Investment Companies, Private Equity"	3407 JP	44497	Chemicals	SENSEAIR SS		Electronics						105.936	115.25		
M&A	10/14/2020	イオン上田ショッピングセンター	イオンリート投資法人	合同会社ダブルオーファイブ	50.88	Completed					214.636	38.2812		331.556					1446540D JP		Real Estate	3292 JP		REITS			Real Estate									
M&A	02/10/1999	日野自動車販売	日野自動車		50.85	Completed					875.016	2.53166	15.5556	14479.5							N.A.	7205 JP	34527	Auto Manufacturers	HMSLZ JP		N.A.						82.324	31.615		
M&A	09/29/2010	ＯＲＥ札幌ビル	ｵﾘｯｸｽ不動産投資法人		50.83	Completed					294.489	47.6265		454.098							N.A.	8954 JP		REITS			Real Estate									
M&A	08/03/2007	ザ・コンピュータ館	アイ・キャピタル・エステート	ラオックス	50.8	Completed	-13.5158	-3.756	22.714	712.441									8202 JP	1368	Retail	ICAPEZ JP		Real Estate			Real Estate									
M&A	09/18/2020	ぶんか社ホールディングス	ビーグリー	"Nssk II International Genpar Co,NSSK ジェンパー２合同会社,NSSK Maples2017 GP Co"	50.78	Completed															"Diversified Finan Serv, Investment Companies"	3981 JP	240	Internet	1831142D JP		Investment Companies						173.535	117.535		
M&A	11/29/2013	ＷＶ ＳＡＫＡＥ	アール・ティー開発	フロンティア不動産投資法人	50.75	Completed	144.9	52.5281		202.931									8964 JP		REITS	0906957D JP		Real Estate			Real Estate									
M&A	06/13/2018	海老名プライムタワー	海老名中央合同会社	ジャパンエクセレント投資法人	50.72	Completed	120.935	43.2037		200.039									8987 JP		REITS	1627277D JP		Commercial Services			Real Estate									
M&A	02/25/2002	平岡証券	アイザワ証券グループ		50.72	Completed					25.7918	12.115		169.244							N.A.	8708 JP	784	Diversified Finan Serv	HIRZ JP		Diversified Finan Serv									
M&A	09/28/2010	岐阜銀行	十六銀行		50.71	Completed										-31.671		137.63			N.A.	8356 JP		Banks	8528 JP	637	Banks									
M&A	08/25/1999	アマダワシノ	アマダマシニックス		50.7	Completed					3.99901	-1.25293	8.64709	400.806							N.A.	6107 JP	933	Machinery-Diversified	6108 JP		Hand/Machine Tools									
M&A	01/10/2018	"IIF 福岡箱崎ロジスティクスセンターI,IIF 福岡箱崎ロジスティクスセンターII"	産業ファンド投資法人		50.66	Completed					174.872	52.0136		269.377							N.A.	3249 JP		REITS			Real Estate									
M&A	02/12/2008	ポスフール西岡店	イオン北海道	ＪＰＴダイレクト	50.63	Completed					140.575	2.95112	25.496	3030.64					JPTDRZ JP		Real Estate	7512 JP	2933	Retail			Real Estate									
M&A	05/08/2018	広小路アクアプレイス	Unnamed Buyer	平和不動産リート投資法人	50.61	Completed	71.5261	45.5098		117.722									8966 JP		REITS			Investment Companies			Real Estate									
M&A	02/25/2016	神戸女子学生会館	積水ﾊｳｽ・ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人		50.59	Completed					83.071	43.6877		124.113							N.A.	8973 JP		REITS			Real Estate									
M&A	01/20/2015	メディオ	アインホールディングス		50.55	Completed					196.691	4.11463	15.7542	2818.13							N.A.	9627 JP	11639	Healthcare-Services	0924311D JP		Healthcare-Products						299.656	256.644		
M&A	03/29/2005	ベネトン心斎橋ビル	日本ﾌﾟﾗｲﾑﾘｱﾙﾃｨ投資法人		50.47	Completed					190.764	48.5128		312.175							N.A.	8955 JP		REITS			Real Estate									
M&A	03/25/2002	Land in Hyogo Pref	Harbinger Properties Holdings Ltd	東洋紡	50.45	Completed	480.972	8.8452	27.0314	3349.37									3101 JP	10149	Textiles	HPHZ JP		Diversified Finan Serv			Textiles				162.371	146.094				
M&A	09/04/2014	Ｇビル表参道02	日本都市ファンド投資法人	三菱商事	50.44	Completed	5773.41	0.626944	11.7547	131597	333.058	41.7779		551.929					8058 JP	82997	Distribution/Wholesale	8953 JP		REITS			Real Estate				418.694	430.099				
M&A	04/24/2015	Beneficiary rights for Property/Tokyo	京阪神ビルディング		50.4	Completed					68.3738	29.2717	39.1144	149.057							N.A.	8818 JP	46	Real Estate			Real Estate						84.745	65.425		
M&A	02/27/2017	G ビル那覇新都心01	日本都市ファンド投資法人	合同会社YDN リーシング	50.33	Completed					333.058	41.7779		551.929					1491904D JP		Real Estate	8953 JP		REITS			Real Estate									
M&A	03/03/2014	インターヴィレッジ大曲	ｵﾘｯｸｽ不動産投資法人	北広島プロパティ	50.29	Completed					294.489	47.6265		454.098					0961705D JP		Investment Companies	8954 JP		REITS			Real Estate									
M&A	04/11/2005	ハドソン	コナミホールディングス		50.27	Completed					632.257	17.0829	42.6797	2705.94	8.92382	4.30487	33.1897	168.541			N.A.	9766 JP	4982	Software	4822 JP	455	Software						396.625	353.057		
M&A	08/18/2006	四谷大塚	ナガセ		50.21	Completed					72.3206	11.4109	33.0812	451.825							N.A.	9733 JP	1233	Commercial Services	YTSYOZ JP		Commercial Services									
M&A	10/08/2008	宮田工業	モリタホールディングス		50.14	Completed					103.524	10.2334	26.1036	795.302	7.3521	2.94528	20.6351	170.344			N.A.	6455 JP	1796	Miscellaneous Manufactur	7301 JP		Electronics									
M&A	05/12/2011	新光製糖	日新製糖		50.12	Completed					35.5601	5.69186	20.1222	518.881	15.8329	5.98668	18.5634	162.045			N.A.	2116 JP	310	Food	2113 JP	133	Food									
M&A	11/05/2007	三島製紙	日本製紙グループ株式会社		50.1	Completed					1107.13	2.45298	22.3073	12405.8	15.2745	0.450502	11.5281	311.548			N.A.	3893 JP	13052	Forest Products&Paper	3872 JP	734	Forest Products&Paper						151.868	120.573		
M&A	02/13/2008	貨物自動車運送事業	セイノーホールディングス	岩崎産業	50.09	Completed					480.211	4.7918	11.7831	5658.68					IWSKSZ JP		Transportation	9076 JP	29411	Transportation			Transportation						122.197	114.135		
M&A	04/18/2006	Head Office Bldg in Bunkyo-ku	サンフロンティア不動産	大新東	50.08	Completed	32.8251	8.82049	21.0766	355.036	136.933	17.0487	26.5831	724.848					9785 JP	1000	Commercial Services	8934 JP	641	Real Estate			Diversified Finan Serv									
M&A	05/07/2021	マルカ	フルサト工業		50.08	Completed									14.6335	2.05683	14.2027	469.572			N.A.	8087 JP		Metal Fabricate/Hardware	7594 JP	698	Distribution/Wholesale									
M&A	11/02/2010	ビーエスフジ	ﾌｼﾞ･ﾒﾃﾞｨｱ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ		50.02	Completed					329.076	3.5408	30.5197	4799.98							N.A.	4676 JP	6880	Media	BSFJZ JP		Media						109.463	96.975		
M&A	02/29/2000	AT&T Global Network Services Japan LLC	エヌ･ティ･ティ･コミュニケーションズ	AT&T	50	Completed													653707Q US	47600	Telecommunications	NTTCMZ JP		Telecommunications			Telecommunications									
M&A	01/29/2004	東北インテリジェント通信	東北電力		49.99	Completed					2691.91	3.18402	54.8835	20364							N.A.	9506 JP	24717	Electric	THITZ JP	328	Telecommunications						104.013	57.007		
M&A	12/13/2005	Former Head Office Building in Nihonbashi	大成有楽不動産	エスエス製薬	49.97	Completed	66.6077	8.19342	68.8762	515.581	47.3485	5.11299	17.9512	612.189					4537 JP	755	Pharmaceuticals	8838 JP	292	Real Estate			Building Materials									
M&A	03/22/2016	システムハウスR&C	スペースバリューホールディングス	小松製作所	49.92	Completed	3171.97	8.49748	26.4908	22345.2	39.6458	0.358575	13.4485	730.813					6301 JP	61564	Machinery-Constr&Mining	1448 JP	1372	Commercial Services	7796512Z JP		Home Builders				223.946	184.962				
M&A	09/29/2009	工場/東京	日本電信電話	東京インキ	49.89	Completed	18.3436	1.42872	16.6025	370.779	29882.3	13.7537	50.5722	113368					4635 JP	730	Chemicals	9432 JP	324667	Telecommunications			Real Estate						322.011	308.944		
M&A	11/05/2010	インプレス開発	オリンパス		49.89	Completed					1555.25	13.4052	63.3546	7376.98	102.922	1.96751	17.9221	2630.31			N.A.	7733 JP	31653	Miscellaneous Manufactur	2725 JP	926	Telecommunications						89.69	75.369		
M&A	11/05/2014	"ラネットコミュニケーションズ関東,ラネットコミュニケーションズ東海,ラネットコミュニケーションズ関西"	ビックカメラ	エヌジェイホールディングス	49.84	Completed	5.59743	1.84149	18.4394	112.603	291.482	2.34552	28.0974	8122.96					9421 JP	875	Telecommunications	3048 JP	16779	Retail			Telecommunications						51.47	56.13		
M&A	04/25/2008	映画館･店舗･機械室および宅地	Nirmal Prem Corp Ltd	松竹	49.84	Terminated	5.74044	-8.81438	36.9169	547.271									9601 JP	1427	Entertainment	NRMLPZ JP		Home Builders			Entertainment				-65.53	-371.34				
M&A	04/28/2009	タック化成	王子ホールディングス		49.76	Completed					1560.54	7.38225	24.6326	12960.1							N.A.	3861 JP	36034	Forest Products&Paper	TACKSZ JP		Chemicals						76.843	75.977		
M&A	11/09/2010	コンビ	パインホールディングス		49.71	Completed									38.8461	10.4762	51.4231	300.538			N.A.	PINEHZ JP		Investment Companies	7935 JP	339	Cosmetics/Personal Care									
M&A	10/29/2010	TOKYU REIT 木場ビル	東急リアル・エステート投資法人	GK ASOK	49.7	Completed					91.6098	48.7387		149.062					GKAKZ JP		Real Estate	8957 JP		REITS			Real Estate									
M&A	08/28/2018	"Building A/m-City Kashiwa,Building B/m-City Kashiwa"	日本都市ファンド投資法人		49.69	Completed					333.058	41.7779		551.929							N.A.	8953 JP		REITS			Real Estate									
M&A	01/25/2018	メッツ大曽根	阪急阪神リート投資法人		49.69	Completed					64.9756	41.9912		108.825							N.A.	8977 JP		REITS			Real Estate									
M&A	03/30/2014	インタラック	リンクアンドモチベーション	"アドバンテッジパートナーズ (ﾌｧﾝﾄﾞ: Advantage Partners MBI Fund IV LP),ジャパン・アイルランド・インベストメント・パートナ"	49.68	Completed					38.2275	2.64022	43.5402	340.45							"Commercial Services, Private Equity"	2170 JP	6830	Commercial Services	0377375D JP		Commercial Services						14.5	8.7		
M&A	03/16/2005	和歌山銀行	紀陽銀行		49.66	Completed						40.7514		860.851							N.A.	0861378D JP	2561	Banks	WKBLZ JP		Banks									
M&A	07/01/2004	エース証券	ＳＢＩホールディングス		49.66	Completed					1976.2	32.8176	68.1774	5330.42							N.A.	8473 JP	9209	Internet	ASCLZ JP		Diversified Finan Serv						283.005	281.59		
M&A	02/18/2019	FORECAST 飯田橋	清水建設	日本リート投資法人	49.66	Completed	106.885	54.0711		162.568	999.194	6.1115	12.4328	13702.5					3296 JP		REITS	1803 JP	16586	Engineering&Construction			Real Estate						97.891	86.353		
M&A	06/12/2008	IIF池袋ネットワークセンター	産業ファンド投資法人	ＫＲＦ１７合同会社	49.64	Terminated					174.872	52.0136		269.377					KRFJPZ JP		Real Estate	3249 JP		REITS			Real Estate									
M&A	02/24/2021	前田製作所	前田建設工業		49.59	Completed									30.2685	4.06486	20.1431	324.364			N.A.	1824 JP		Engineering&Construction	6281 JP	670	Distribution/Wholesale						15.438	16.22		
M&A	04/28/2011	ちばぎん証券	千葉銀行		49.56	Completed						34.1062		2167.44							N.A.	8331 JP	4380	Banks	CHSCZ JP		Diversified Finan Serv						78.306	72.641		
M&A	08/27/2014	グレンパーク梅田北	ユナイテッド・アーバン投資法人	ジャパン・アセット・トゥエルブ・ホールディング特定	49.54	Pending					243.456	39.7692		417.4					1053257D JP		Investment Companies	8960 JP		REITS			Real Estate									
M&A	01/27/2020	シーバンスS 棟	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人		49.54	Pending					435.214	47.1716		659.476							N.A.	8952 JP		REITS			REITS									
M&A	05/19/2014	船堀別館	三菱地所	髙島屋	49.53	Completed	211.954	-1.02521	24.1212	6283.15	3056.73	18.5071	26.0062	11811.2					8233 JP	7550	Retail	8802 JP	9982	Real Estate			Real Estate				69.733	42.417	121.282	111.937		
M&A	01/29/2009	グローバルダイニング	プライベート･インベスター		49.49	Completed									2.95837	1.74596	11.4501	74.4855			N.A.			Retail	7625 JP	684	Retail									
M&A	03/27/2007	日本抵当証券	芙蓉総合リース		49.43	Completed					899.653	54.7335		812.359							N.A.	8424 JP	2637	Diversified Finan Serv	JPMRGZ JP		Diversified Finan Serv						1110.61	1042.55		
M&A	07/14/2016	ゴンゾ	ADKマーケティング・ソリューションズ		49.41	Completed					81.7962	2.02352	15.3762	3147.08	-6.03625	-33.4985	2.4805	63.2721			N.A.	9747 JP		Advertising	3755 JP		Entertainment									
M&A	07/22/2008	堂島グランドビル	清和綜合建物	古河機械金属	49.4	Completed	102.191	4.10892	14.0002	1597.38									5715 JP	2752	Machinery-Diversified	SWSGTZ JP		Real Estate			Real Estate									
M&A	04/20/2006	名古屋プラザビル	いちご不動産投資法人/旧	大洋薬品工業	49.4	Completed					48.2841	38.1299		88.9151					TYYKNZ JP		Pharmaceuticals	8983 JP		REITS			Pharmaceuticals						6196.22	4402.72		
M&A	04/24/2015	"ホーマットウッド信託受益権,サンパレス南麻布信託受益権"	複数買収者	ＮＴＴ都市開発リート投資法人	49.39	Completed	101.948	41.6765		177.419									8956 JP		REITS			"Investment Companies, Real Estate"			Real Estate									
M&A	11/04/2015	丸協運輸株式会社	三井倉庫ホールディングス		49.35	Completed					278.62	7.54389	14.2829	2492.46							N.A.	9302 JP	8502	Storage/Warehousing	1339992D JP		Transportation						417.725	399.625		
M&A	11/18/2011	トープラ	日本発条		49.34	Completed					514.992	4.38722	11.8726	5770.1	17.0654	2.21383	15.3344	372.869			N.A.	5991 JP	18375	Auto Parts&Equipment	5954 JP		Hand/Machine Tools						94.945	83.325		
M&A	01/30/2019	十六ＴＴ証券	十六銀行		49.3	Pending															N.A.	8356 JP		Banks	1694129D JP		Diversified Finan Serv									
M&A	09/10/2003	TOKYU REIT表参道スクエア	東急リアル・エステート投資法人	TR Asset Funding YK	49.24	Completed					91.6098	48.7387		149.062					TRAFDZ JP		Real Estate	8957 JP		REITS			Real Estate									
M&A	01/15/2019	"プライムアーバン江坂Ⅰ,プライムアーバン江坂 II,プライムアーバン江坂Ⅲ,プライムアーバン玉造,プライムアーバン千種"	Unnamed Buyer	野村不動産ﾏｽﾀｰﾌｧﾝﾄﾞ投資法人	49.23	Pending	391.327	40.4413		714.225									3462 JP		REITS			Investment Companies			Real Estate				6359.06	5280.3				
M&A	03/24/2017	"NTT Human Solutions Corp,テルウェル・ジョブサポート,Temporary staffing business/Nippon Telegraph & Tel"	パソナグループ	日本電信電話	49.21	Completed	29882.3	13.7537	50.5722	113368	229.58	5.96042	24.8012	3148.21					9432 JP	324667	Telecommunications	2168 JP	9498	Commercial Services			Commercial Services				322.011	308.944	232.25	194.55		
M&A	02/03/2009	シンキ	新生銀行		49.19	Completed						20.2698		2516.61	66.3256	0.883444		239.773			N.A.	8303 JP	5605	Banks	8568 JP		Diversified Finan Serv						227.322	202.898		
M&A	07/17/2019	TTS 南青山ビル	Unnamed Buyer	タカラレーベン不動産投資法人	49.13	Completed	35.5488	57.3854		51.135									3492 JP		REITS			Investment Companies			Real Estate									
M&A	12/25/2001	Issei Securities Co Ltd	三菱ＵＦＪ証券ホールディングス		49.12	Completed					1459.83	17.8057		3734.85							N.A.	8615 JP	7677	Diversified Finan Serv	ISSEZ JP		Diversified Finan Serv									
M&A	08/18/2021	興和白金台ビル	日鉄興和不動産	ジャパンエクセレント投資法人	49.1	Pending	120.935	43.2037		200.039	420.538	20.083	32.4454	1677.04					8987 JP		REITS	KOWREZ JP	1873	Real Estate			Real Estate									
M&A	05/09/2001	Denon Co Ltd	複数買収者	日本コロムビア	49.09	Completed	17.3568	12.937	44.8496	128.201									6791 JP	228	Home Furnishings			"Private Equity, Hand/Machine Tools"	DENZ JP		Home Furnishings									
M&A	11/24/2020	日本製薬	武田薬品工業		49.05	Pending					10816.1	17.6513	70.1846	31423.3							N.A.	4502 JP	47099	Pharmaceuticals	NHPHZ JP		Pharmaceuticals						430.074	411.46		
M&A	02/13/2008	Sapporo Nishioka Property	Unnamed Buyer	ｱｽﾄﾛ･ｼﾞｬﾊﾟﾝ･ﾌﾟﾛﾊﾟﾃｨ･ｸﾞﾙｰﾌﾟ	49.02	Completed		84.1202		15.3326									AJA AU		REITS			Real Estate			Real Estate				0.64	0.64				
M&A	01/12/2012	レジディア笹塚Ⅱ	アドバンス・レジデンス投資法人	伊藤忠商事	49.02	Completed	7408.88	3.35292	17.1716	102296	206.964	48.9533		314.882					8001 JP	125944	Distribution/Wholesale	3269 JP		REITS			Home Builders				414.335	443.416				
M&A	09/17/2009	ＮＥＷＳ	中小企業レジャー機構	アトラス	49	Completed	24.6896	5.29378	31.7823	173.475									7866 JP	398	Software	CHKLSZ JP		Commercial Services	NEWSKZ JP		Software									
M&A	12/04/2013	ＳＤエンターテイメント	ＲＩＺＡＰグループ		48.97	Completed					155.08	2.6456	46.8601	1628.49	-0.529634	-8.76912	90.3118	35.4876			N.A.	2928 JP	9231	Retail	4650 JP	289	Leisure Time									
M&A	07/30/2012	越谷ロジスティックセンター	三井不動産プライベートリート投資法人	ｵﾘｯｸｽ不動産投資法人	48.96	Completed	294.489	47.6265		454.098									8954 JP		REITS	0536954D JP		REITS			Real Estate									
M&A	12/20/2010	技術･生産部門	イーグル工業	ＮＯＫ	48.94	Completed	666.953	4.70221	17.1119	6010.97	184.272	6.49623	23.146	1323.38					7240 JP	37999	Auto Parts&Equipment	6486 JP	6507	Auto Parts&Equipment			Auto Parts&Equipment				150.304	121.766				
M&A	07/07/2016	ホテルアセント福岡	ジャパン・ホテル・リート投資法人	天神1	48.92	Completed					34.9648	-10.3503		91.4205					1417707D JP		Real Estate	8985 JP		REITS			Real Estate									
M&A	11/13/2018	セレニテ心斎橋グランデ	野村不動産ﾏｽﾀｰﾌｧﾝﾄﾞ投資法人	野村不動産ホールディングス	48.85	Completed	1021.29	15.0539	33.5035	5548.33	391.327	40.4413		714.225					3231 JP	7390	Real Estate	3462 JP		REITS			Real Estate				299.523	283.286	6359.06	5280.3		
M&A	05/29/2008	エコロジー豊洲プロセンチュリー	トップリート投資法人	明豊エンタープライズ	48.85	Completed	9.32551	9.65278	19.9766	95.3675	57.9427	42.0025		90.5589					8927 JP		Real Estate	8982 JP		REITS			Real Estate									
M&A	02/16/2004	駿河台プラザビル信託受益権	野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人	東西土地建物	48.84	Completed					128.598	40.5469		235.883					TZTTMZ JP		Real Estate	8959 JP		REITS			Real Estate									
M&A	10/15/2013	クロスアベニュー原宿	ｵﾘｯｸｽ不動産投資法人	合同会社ジョイントアーク04	48.83	Completed					294.489	47.6265		454.098					0890482D JP		Investment Companies	8954 JP		REITS			Real Estate									
M&A	02/04/2005	水事業	パナソニック電工	パナソニック	48.82	Completed	6470.16	5.24915	29.8506	66680.3	1446.68	4.23624	23.1892	19671.7					6752 JP	240202	Home Furnishings	6991 JP	58252	Building Materials			Water				118.303	104.521				
