日経会社コード,企業名称,株式コード,決算期,決算種別,連結基準,<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円)
0014686,日鉄物産,9810,2002/03,10,1,19474
0014686,日鉄物産,9810,2003/03,10,1,22228
0014686,日鉄物産,9810,2004/03,10,1,13921
0014686,日鉄物産,9810,2005/03,10,1,13091
0014686,日鉄物産,9810,2006/03,10,1,14058
0014686,日鉄物産,9810,2007/03,10,1,15259
0014686,日鉄物産,9810,2008/03,10,1,15788
0014686,日鉄物産,9810,2009/03,10,1,41647
0014686,日鉄物産,9810,2010/03,10,1,17461
0014686,日鉄物産,9810,2011/03,10,1,21593
0014686,日鉄物産,9810,2012/03,10,1,20860
0014686,日鉄物産,9810,2013/03,10,1,19536
0014686,日鉄物産,9810,2014/03,10,1,26879
0014686,日鉄物産,9810,2015/03,10,1,29022
0014686,日鉄物産,9810,2016/03,10,1,19767
0014686,日鉄物産,9810,2017/03,10,1,22690
0014686,日鉄物産,9810,2018/03,10,1,28554
0014686,日鉄物産,9810,2019/03,10,1,25141
0014686,日鉄物産,9810,2020/03,10,1,26017
0014716,日特建設,1929,1986/03,10,1,8433
0014716,日特建設,1929,1987/03,10,1,9785
0014716,日特建設,1929,1988/03,10,1,10331
0014716,日特建設,1929,1989/03,10,1,10459
0014716,日特建設,1929,1990/03,10,1,17789
0014716,日特建設,1929,1991/03,10,1,14224
0014716,日特建設,1929,1992/03,10,1,15100
0014716,日特建設,1929,1993/03,10,1,17317
0014716,日特建設,1929,1994/03,10,1,16604
0014716,日特建設,1929,1995/03,10,1,17125
0014716,日特建設,1929,1996/03,10,1,17484
0014716,日特建設,1929,1997/03,10,1,15372
0014716,日特建設,1929,1998/03,10,1,14970
0014716,日特建設,1929,1999/03,10,1,14736
0014716,日特建設,1929,2000/03,10,1,13590
0014716,日特建設,1929,2001/03,10,1,13908
0014716,日特建設,1929,2002/03,10,1,14754
0014716,日特建設,1929,2003/03,10,1,10165
0014716,日特建設,1929,2004/03,10,1,9160
0014716,日特建設,1929,2005/03,10,1,5035
0014716,日特建設,1929,2006/03,10,1,4557
0014716,日特建設,1929,2007/03,10,1,6577
0014716,日特建設,1929,2008/03,10,1,6588
0014716,日特建設,1929,2009/03,10,1,5933
0014716,日特建設,1929,2010/03,10,1,7170
0014716,日特建設,1929,2011/03,10,1,9578
0014716,日特建設,1929,2012/03,10,1,9163
0014716,日特建設,1929,2013/03,10,1,12132
0014716,日特建設,1929,2014/03,10,1,12277
0014716,日特建設,1929,2015/03,10,1,13698
0014716,日特建設,1929,2016/03,10,1,12681
0014716,日特建設,1929,2017/03,10,1,14462
0014716,日特建設,1929,2018/03,10,1,13114
0014716,日特建設,1929,2019/03,10,1,13346
0014716,日特建設,1929,2020/03,10,1,18713
0014748,ウェーブロックホールディングス,7940,1995/03,10,1,198
0014748,ウェーブロックホールディングス,7940,1996/03,10,1,131
0014748,ウェーブロックホールディングス,7940,1997/03,10,1,257
0014748,ウェーブロックホールディングス,7940,1998/03,10,1,834
0014748,ウェーブロックホールディングス,7940,1999/03,10,1,511
0014748,ウェーブロックホールディングス,7940,2000/03,10,1,602
0014748,ウェーブロックホールディングス,7940,2001/03,10,1,547
0014748,ウェーブロックホールディングス,7940,2002/03,10,1,321
0014748,ウェーブロックホールディングス,7940,2003/03,10,1,380
0014748,ウェーブロックホールディングス,7940,2004/03,10,1,760
0014748,ウェーブロックホールディングス,7940,2005/03,10,1,688
0014748,ウェーブロックホールディングス,7940,2006/03,10,1,677
0014748,ウェーブロックホールディングス,7940,2007/03,10,1,816
0014748,ウェーブロックホールディングス,7940,2008/03,10,1,397
0014748,ウェーブロックホールディングス,7940,2009/03,10,1,959
0014748,ウェーブロックホールディングス,7940,2015/03,10,1,2008
0014748,ウェーブロックホールディングス,7940,2016/03,10,1,1773
0014748,ウェーブロックホールディングス,7940,2017/03,10,1,2062
0014748,ウェーブロックホールディングス,7940,2018/03,10,1,2489
0014748,ウェーブロックホールディングス,7940,2019/03,10,1,2044
0014748,ウェーブロックホールディングス,7940,2020/03,10,1,2367
0014795,ニッカトー,5367,2009/03,10,1,1733
0014795,ニッカトー,5367,2010/03,10,1,1730
0014795,ニッカトー,5367,2011/03,10,1,2024
0014795,ニッカトー,5367,2012/03,10,1,1505
0014824,日本空港ビルデング,9706,1988/03,10,1,16511
0014824,日本空港ビルデング,9706,1989/03,10,1,16604
0014824,日本空港ビルデング,9706,1990/03,10,1,34542
0014824,日本空港ビルデング,9706,1991/03,10,1,33342
0014824,日本空港ビルデング,9706,1992/03,10,1,29185
0014824,日本空港ビルデング,9706,1993/03,10,1,20599
0014824,日本空港ビルデング,9706,1994/03,10,1,14982
0014824,日本空港ビルデング,9706,1995/03,10,1,14923
0014824,日本空港ビルデング,9706,1996/03,10,1,15436
0014824,日本空港ビルデング,9706,1997/03,10,1,17542
0014824,日本空港ビルデング,9706,1998/03,10,1,16875
0014824,日本空港ビルデング,9706,1999/03,10,1,18030
0014824,日本空港ビルデング,9706,2000/03,10,1,17376
0014824,日本空港ビルデング,9706,2001/03,10,1,16136
0014824,日本空港ビルデング,9706,2002/03,10,1,21107
0014824,日本空港ビルデング,9706,2003/03,10,1,22566
0014824,日本空港ビルデング,9706,2004/03,10,1,25701
0014824,日本空港ビルデング,9706,2005/03,10,1,12277
0014824,日本空港ビルデング,9706,2006/03,10,1,13778
0014824,日本空港ビルデング,9706,2007/03,10,1,19128
0014824,日本空港ビルデング,9706,2008/03,10,1,16149
0014824,日本空港ビルデング,9706,2009/03,10,1,15910
0014824,日本空港ビルデング,9706,2010/03,10,1,16798
0014824,日本空港ビルデング,9706,2011/03,10,1,21869
0014824,日本空港ビルデング,9706,2012/03,10,1,20886
0014824,日本空港ビルデング,9706,2013/03,10,1,16167
0014824,日本空港ビルデング,9706,2014/03,10,1,15175
0014824,日本空港ビルデング,9706,2015/03,10,1,46974
0014824,日本空港ビルデング,9706,2016/03,10,1,29667
0014824,日本空港ビルデング,9706,2017/03,10,1,32240
0014824,日本空港ビルデング,9706,2018/03,10,1,42487
0014824,日本空港ビルデング,9706,2019/03,10,1,87458
0014824,日本空港ビルデング,9706,2020/03,10,1,71958
0014826,日本基礎技術,1914,2011/03,10,1,3949
0014826,日本基礎技術,1914,2012/03,10,1,6946
0014826,日本基礎技術,1914,2013/03,10,1,7437
0014826,日本基礎技術,1914,2014/03,10,1,5662
0014826,日本基礎技術,1914,2015/03,10,1,7813
0014826,日本基礎技術,1914,2016/03,10,1,6873
0014826,日本基礎技術,1914,2017/03,10,1,5829
0014826,日本基礎技術,1914,2018/03,10,1,5142
0014826,日本基礎技術,1914,2019/03,10,1,5944
0014826,日本基礎技術,1914,2020/03,10,1,4912
0014837,ザ・パック,3950,1990/12,10,1,7149
0014837,ザ・パック,3950,1991/12,10,1,4049
0014837,ザ・パック,3950,1992/12,10,1,3120
0014837,ザ・パック,3950,1993/12,10,1,3314
0014837,ザ・パック,3950,1994/12,10,1,3207
0014837,ザ・パック,3950,1995/12,10,1,2220
0014837,ザ・パック,3950,1996/12,10,1,3085
0014837,ザ・パック,3950,1997/12,10,1,1942
0014837,ザ・パック,3950,1998/12,10,1,1332
0014837,ザ・パック,3950,1999/12,10,1,1340
0014837,ザ・パック,3950,2000/12,10,1,1219
0014837,ザ・パック,3950,2001/12,10,1,2895
0014837,ザ・パック,3950,2002/12,10,1,2458
0014837,ザ・パック,3950,2003/12,10,1,2768
0014837,ザ・パック,3950,2004/12,10,1,2353
0014837,ザ・パック,3950,2005/12,10,1,3621
0014837,ザ・パック,3950,2006/12,10,1,4611
0014837,ザ・パック,3950,2007/12,10,1,3394
0014837,ザ・パック,3950,2008/12,10,1,4010
0014837,ザ・パック,3950,2009/12,10,1,5211
0014837,ザ・パック,3950,2010/12,10,1,7870
0014837,ザ・パック,3950,2011/12,10,1,6293
0014837,ザ・パック,3950,2012/12,10,1,8140
0014837,ザ・パック,3950,2013/12,10,1,8191
0014837,ザ・パック,3950,2014/12,10,1,7248
0014837,ザ・パック,3950,2015/12,10,1,8589
0014837,ザ・パック,3950,2016/12,10,1,9695
0014837,ザ・パック,3950,2017/12,10,1,13308
0014837,ザ・パック,3950,2018/12,10,1,12257
0014837,ザ・パック,3950,2019/12,10,1,14317
0014837,ザ・パック,3950,2020/12,10,1,13234
0014929,アルバック,6728,1984/06,10,1,4125
0014929,アルバック,6728,1985/06,10,1,5188
0014929,アルバック,6728,1986/06,10,1,6081
0014929,アルバック,6728,1987/06,10,1,6093
0014929,アルバック,6728,1988/06,10,1,4704
0014929,アルバック,6728,1989/06,10,1,4914
0014929,アルバック,6728,1990/06,10,1,5688
0014929,アルバック,6728,1991/06,10,1,6276
0014929,アルバック,6728,1992/06,10,1,5060
0014929,アルバック,6728,1993/06,10,1,5573
0014929,アルバック,6728,1994/06,10,1,5998
0014929,アルバック,6728,1995/06,10,1,5758
0014929,アルバック,6728,1996/06,10,1,8597
0014929,アルバック,6728,1997/06,10,1,6143
0014929,アルバック,6728,1998/06,10,1,6328
0014929,アルバック,6728,1999/06,10,1,7006
0014929,アルバック,6728,2000/06,10,1,9437
0014929,アルバック,6728,2001/06,10,1,10479
0014929,アルバック,6728,2002/06,10,1,10842
0014929,アルバック,6728,2003/06,10,1,15683
0014929,アルバック,6728,2004/06,10,1,17886
0014929,アルバック,6728,2005/06,10,1,17537
0014929,アルバック,6728,2006/06,10,1,10986
0014929,アルバック,6728,2007/06,10,1,11889
0014929,アルバック,6728,2008/06,10,1,17603
0014929,アルバック,6728,2009/06,10,1,22985
0014929,アルバック,6728,2010/06,10,1,31327
0014929,アルバック,6728,2011/06,10,1,36259
0014929,アルバック,6728,2012/06,10,1,28397
0014929,アルバック,6728,2013/06,10,1,44603
0014929,アルバック,6728,2014/06,10,1,57669
0014929,アルバック,6728,2015/06,10,1,62684
0014929,アルバック,6728,2016/06,10,1,45713
0014929,アルバック,6728,2017/06,10,1,56434
0014929,アルバック,6728,2018/06,10,1,57074
0014929,アルバック,6728,2019/06,10,1,58557
0014929,アルバック,6728,2020/06,10,1,80694
0014933,コア,2359,2001/03,10,1,2606
0014933,コア,2359,2002/03,10,1,2940
0014933,コア,2359,2003/03,10,1,2630
0014933,コア,2359,2004/03,10,1,2738
0014933,コア,2359,2005/03,10,1,2657
0014933,コア,2359,2006/03,10,1,2880
0014933,コア,2359,2007/03,10,1,2099
0014933,コア,2359,2008/03,10,1,2128
0014933,コア,2359,2009/03,10,1,1768
0014933,コア,2359,2010/03,10,1,1679
0014933,コア,2359,2011/03,10,1,1543
0014933,コア,2359,2012/03,10,1,977
0014933,コア,2359,2013/03,10,1,1136
0014933,コア,2359,2014/03,10,1,1034
0014933,コア,2359,2015/03,10,1,1451
0014933,コア,2359,2016/03,10,1,1527
0014933,コア,2359,2017/03,10,1,1693
0014933,コア,2359,2018/03,10,1,2085
0014933,コア,2359,2019/03,10,1,2633
0014933,コア,2359,2020/03,10,1,2474
0015006,日本電信電話,9432,1989/03,10,1,345459
0015006,日本電信電話,9432,1990/03,10,1,527900
0015006,日本電信電話,9432,1991/03,10,1,438295
0015006,日本電信電話,9432,1992/03,10,1,455217
0015006,日本電信電話,9432,1993/03,10,1,544733
0015006,日本電信電話,9432,1994/03,10,1,578176
0015006,日本電信電話,9432,1995/03,10,1,459232
0015006,日本電信電話,9432,1996/03,10,1,504636
0015006,日本電信電話,9432,1997/03,10,1,659280
0015006,日本電信電話,9432,1998/03,10,1,838767
0015006,日本電信電話,9432,1999/03,10,1,1205487
0015006,日本電信電話,9432,2000/03,10,1,1057410
0015006,日本電信電話,9432,2001/03,10,1,758119
0015006,日本電信電話,9432,2002/03,10,1,1283073
0015006,日本電信電話,9432,2003/03,10,2,1313066
0015006,日本電信電話,9432,2004/03,10,2,1431421
0015006,日本電信電話,9432,2005/03,10,2,1381959
0015006,日本電信電話,9432,2006/03,10,2,1410837
0015006,日本電信電話,9432,2007/03,10,2,796255
0015006,日本電信電話,9432,2008/03,10,2,1169566
0015006,日本電信電話,9432,2009/03,10,2,1052777
0015006,日本電信電話,9432,2010/03,10,2,911062
0015006,日本電信電話,9432,2011/03,10,2,1435158
0015006,日本電信電話,9432,2012/03,10,2,1020143
0015006,日本電信電話,9432,2013/03,10,2,961433
0015006,日本電信電話,9432,2014/03,10,2,984463
0015006,日本電信電話,9432,2015/03,10,2,849174
0015006,日本電信電話,9432,2016/03,10,2,1088275
0015006,日本電信電話,9432,2017/03,10,2,925213
0015006,日本電信電話,9432,2018/03,10,3,895003
0015006,日本電信電話,9432,2018/03,10,2,780300
0015006,日本電信電話,9432,2019/03,10,3,946134
0015006,日本電信電話,9432,2020/03,10,3,1033574
0015007,日伝,9902,2016/03,10,1,27815
0015007,日伝,9902,2017/03,10,1,26936
0015007,日伝,9902,2018/03,10,1,25179
0015007,日伝,9902,2019/03,10,1,25877
0015007,日伝,9902,2020/03,10,1,23282
0015009,日本電波工業,6779,1984/03,10,1,3346
0015009,日本電波工業,6779,1985/03,10,1,4691
0015009,日本電波工業,6779,1986/03,10,1,5819
0015009,日本電波工業,6779,1987/03,10,1,3565
0015009,日本電波工業,6779,1988/03,10,1,4705
0015009,日本電波工業,6779,1989/03,10,1,4653
0015009,日本電波工業,6779,1990/03,10,1,4778
0015009,日本電波工業,6779,1991/03,10,1,6896
0015009,日本電波工業,6779,1992/03,10,1,6161
0015009,日本電波工業,6779,1993/03,10,1,5647
0015009,日本電波工業,6779,1994/03,10,1,7500
0015009,日本電波工業,6779,1995/03,10,1,13267
0015009,日本電波工業,6779,1996/03,10,1,9632
0015009,日本電波工業,6779,1997/03,10,1,8542
0015009,日本電波工業,6779,1998/03,10,1,6425
0015009,日本電波工業,6779,1999/03,10,1,7703
0015009,日本電波工業,6779,2000/03,10,1,8457
0015009,日本電波工業,6779,2001/03,10,1,9013
0015009,日本電波工業,6779,2002/03,10,1,13280
0015009,日本電波工業,6779,2003/03,10,1,6750
0015009,日本電波工業,6779,2004/03,10,1,7921
0015009,日本電波工業,6779,2005/03,10,1,9271
0015009,日本電波工業,6779,2006/03,10,1,10079
0015009,日本電波工業,6779,2007/03,10,1,15226
0015009,日本電波工業,6779,2008/03,10,1,11333
0015009,日本電波工業,6779,2009/03,10,3,15617
0015009,日本電波工業,6779,2009/03,10,1,11117
0015009,日本電波工業,6779,2010/03,10,3,8722
0015009,日本電波工業,6779,2010/03,10,1,
0015009,日本電波工業,6779,2011/03,10,3,13236
0015009,日本電波工業,6779,2012/03,10,3,8796
0015009,日本電波工業,6779,2013/03,10,3,11812
0015009,日本電波工業,6779,2014/03,10,3,17727
0015009,日本電波工業,6779,2015/03,10,3,14364
0015009,日本電波工業,6779,2016/03,10,3,17161
0015009,日本電波工業,6779,2017/03,10,3,13350
0015009,日本電波工業,6779,2018/03,10,3,6851
0015009,日本電波工業,6779,2019/03,10,3,8231
0015009,日本電波工業,6779,2020/03,10,3,10060
0015033,ニチハ,7943,1988/03,10,1,2125
0015033,ニチハ,7943,1989/03,10,1,2569
0015033,ニチハ,7943,1990/03,10,1,6211
0015033,ニチハ,7943,1991/03,10,1,1761
0015033,ニチハ,7943,1992/03,10,1,1337
0015033,ニチハ,7943,1993/03,10,1,1565
0015033,ニチハ,7943,1994/03,10,1,2589
0015033,ニチハ,7943,1995/03,10,1,1958
0015033,ニチハ,7943,1996/03,10,1,3528
0015033,ニチハ,7943,1997/03,10,1,5306
0015033,ニチハ,7943,1998/03,10,1,3412
0015033,ニチハ,7943,1999/03,10,1,5945
0015033,ニチハ,7943,2000/03,10,1,8123
0015033,ニチハ,7943,2001/03,10,1,7867
0015033,ニチハ,7943,2002/03,10,1,7837
0015033,ニチハ,7943,2003/03,10,1,9884
0015033,ニチハ,7943,2004/03,10,1,8131
0015033,ニチハ,7943,2005/03,10,1,10625
0015033,ニチハ,7943,2006/03,10,1,10607
0015033,ニチハ,7943,2007/03,10,1,12421
0015033,ニチハ,7943,2008/03,10,1,5336
0015033,ニチハ,7943,2009/03,10,1,10208
0015033,ニチハ,7943,2010/03,10,1,13098
0015033,ニチハ,7943,2011/03,10,1,14028
0015033,ニチハ,7943,2012/03,10,1,14804
0015033,ニチハ,7943,2013/03,10,1,16162
0015033,ニチハ,7943,2014/03,10,1,16202
0015033,ニチハ,7943,2015/03,10,1,16092
0015033,ニチハ,7943,2016/03,10,1,17285
0015033,ニチハ,7943,2017/03,10,1,26854
0015033,ニチハ,7943,2018/03,10,1,27786
0015033,ニチハ,7943,2019/03,10,1,33172
0015033,ニチハ,7943,2020/03,10,1,36725
0015043,日本ピラー工業,6490,1987/05,10,1,2490
0015043,日本ピラー工業,6490,1988/03,10,1,2636
0015043,日本ピラー工業,6490,1989/03,10,1,2275
0015043,日本ピラー工業,6490,1990/03,10,1,1999
0015043,日本ピラー工業,6490,1991/03,10,1,1228
0015043,日本ピラー工業,6490,1992/03,10,1,1574
0015043,日本ピラー工業,6490,1993/03,10,1,1353
0015043,日本ピラー工業,6490,1994/03,10,1,2282
0015043,日本ピラー工業,6490,1995/03,10,1,1203
0015043,日本ピラー工業,6490,1996/03,10,1,1677
0015043,日本ピラー工業,6490,1997/03,10,1,1531
0015043,日本ピラー工業,6490,1998/03,10,1,1819
0015043,日本ピラー工業,6490,1999/03,10,1,1148
0015043,日本ピラー工業,6490,2000/03,10,1,1350
0015043,日本ピラー工業,6490,2001/03,10,1,1736
0015043,日本ピラー工業,6490,2002/03,10,1,1244
0015043,日本ピラー工業,6490,2003/03,10,1,2319
0015043,日本ピラー工業,6490,2004/03,10,1,1640
0015043,日本ピラー工業,6490,2005/03,10,1,2450
0015043,日本ピラー工業,6490,2006/03,10,1,2303
0015043,日本ピラー工業,6490,2007/03,10,1,5156
0015043,日本ピラー工業,6490,2008/03,10,1,6346
0015043,日本ピラー工業,6490,2009/03,10,1,6035
0015043,日本ピラー工業,6490,2010/03,10,1,5580
0015043,日本ピラー工業,6490,2011/03,10,1,7254
0015043,日本ピラー工業,6490,2012/03,10,1,9259
0015043,日本ピラー工業,6490,2013/03,10,1,10763
0015043,日本ピラー工業,6490,2014/03,10,1,13093
0015043,日本ピラー工業,6490,2015/03,10,1,13929
0015043,日本ピラー工業,6490,2016/03,10,1,12451
0015043,日本ピラー工業,6490,2017/03,10,1,14060
0015043,日本ピラー工業,6490,2018/03,10,1,13153
0015043,日本ピラー工業,6490,2019/03,10,1,12912
0015043,日本ピラー工業,6490,2020/03,10,1,12196
0015056,日本プラスト,7291,1989/03,10,1,3622
0015056,日本プラスト,7291,1990/03,10,1,4266
0015056,日本プラスト,7291,1991/03,10,1,3995
0015056,日本プラスト,7291,1992/03,10,1,3904
0015056,日本プラスト,7291,1993/03,10,1,4926
0015056,日本プラスト,7291,1994/03,10,1,4841
0015056,日本プラスト,7291,1995/03,10,1,6414
0015056,日本プラスト,7291,1996/03,10,1,5489
0015056,日本プラスト,7291,1997/03,10,1,4897
0015056,日本プラスト,7291,1998/03,10,1,4361
0015056,日本プラスト,7291,1999/03,10,1,3535
0015056,日本プラスト,7291,2000/03,10,1,4704
0015056,日本プラスト,7291,2001/03,10,1,4262
0015056,日本プラスト,7291,2002/03,10,1,3119
0015056,日本プラスト,7291,2003/03,10,1,3232
0015056,日本プラスト,7291,2004/03,10,1,3608
0015056,日本プラスト,7291,2005/03,10,1,4172
0015056,日本プラスト,7291,2006/03,10,1,4473
0015056,日本プラスト,7291,2007/03,10,1,4989
0015056,日本プラスト,7291,2008/03,10,1,3740
0015056,日本プラスト,7291,2009/03,10,1,3917
0015056,日本プラスト,7291,2010/03,10,1,6227
0015056,日本プラスト,7291,2011/03,10,1,5860
0015056,日本プラスト,7291,2012/03,10,1,5346
0015056,日本プラスト,7291,2013/03,10,1,10364
0015056,日本プラスト,7291,2014/03,10,1,9864
0015056,日本プラスト,7291,2015/03,10,1,11849
0015056,日本プラスト,7291,2016/03,10,1,6512
0015056,日本プラスト,7291,2017/03,10,1,9424
0015056,日本プラスト,7291,2018/03,10,1,7978
0015056,日本プラスト,7291,2019/03,10,1,10819
0015056,日本プラスト,7291,2020/03,10,1,9403
0015084,ＪＭＳ,7702,1984/05,10,1,4556
0015084,ＪＭＳ,7702,1985/05,10,1,5003
0015084,ＪＭＳ,7702,1986/05,10,1,5171
0015084,ＪＭＳ,7702,1987/05,10,1,6708
0015084,ＪＭＳ,7702,1988/05,10,1,5210
0015084,ＪＭＳ,7702,1989/05,10,1,4439
0015084,ＪＭＳ,7702,1990/05,10,1,4647
0015084,ＪＭＳ,7702,1991/05,10,1,3599
0015084,ＪＭＳ,7702,1992/05,10,1,3459
0015084,ＪＭＳ,7702,1993/03,10,1,3396
0015084,ＪＭＳ,7702,1994/03,10,1,3292
0015084,ＪＭＳ,7702,1995/03,10,1,3498
0015084,ＪＭＳ,7702,1996/03,10,1,3450
0015084,ＪＭＳ,7702,1997/03,10,1,3553
0015084,ＪＭＳ,7702,1998/03,10,1,3094
0015084,ＪＭＳ,7702,1999/03,10,1,3486
0015084,ＪＭＳ,7702,2000/03,10,1,3730
0015084,ＪＭＳ,7702,2001/03,10,1,3693
0015084,ＪＭＳ,7702,2002/03,10,1,3257
0015084,ＪＭＳ,7702,2003/03,10,1,4078
0015084,ＪＭＳ,7702,2004/03,10,1,3048
0015084,ＪＭＳ,7702,2005/03,10,1,2943
0015084,ＪＭＳ,7702,2006/03,10,1,3699
0015084,ＪＭＳ,7702,2007/03,10,1,2997
0015084,ＪＭＳ,7702,2008/03,10,1,3819
0015084,ＪＭＳ,7702,2009/03,10,1,2765
0015084,ＪＭＳ,7702,2010/03,10,1,4550
0015084,ＪＭＳ,7702,2011/03,10,1,4987
0015084,ＪＭＳ,7702,2012/03,10,1,3474
0015084,ＪＭＳ,7702,2013/03,10,1,4153
0015084,ＪＭＳ,7702,2014/03,10,1,1997
0015084,ＪＭＳ,7702,2015/03,10,1,4711
0015084,ＪＭＳ,7702,2016/03,10,1,5927
0015084,ＪＭＳ,7702,2017/03,10,1,6270
0015084,ＪＭＳ,7702,2018/03,10,1,7162
0015084,ＪＭＳ,7702,2019/03,10,1,7081
0015084,ＪＭＳ,7702,2020/03,10,1,5765
0015151,ノーリツ,5943,1988/12,10,1,21561
0015151,ノーリツ,5943,1989/12,10,1,32481
0015151,ノーリツ,5943,1990/12,10,1,26406
0015151,ノーリツ,5943,1991/12,10,1,23253
0015151,ノーリツ,5943,1992/12,10,1,20485
0015151,ノーリツ,5943,1993/12,10,1,23086
0015151,ノーリツ,5943,1994/12,10,1,26711
0015151,ノーリツ,5943,1995/12,10,1,24275
0015151,ノーリツ,5943,1996/12,10,1,24503
0015151,ノーリツ,5943,1997/12,10,1,23664
0015151,ノーリツ,5943,1998/12,10,1,15841
0015151,ノーリツ,5943,1999/12,10,1,13002
0015151,ノーリツ,5943,2000/12,10,1,12029
0015151,ノーリツ,5943,2001/12,10,1,15725
0015151,ノーリツ,5943,2002/12,10,1,16474
0015151,ノーリツ,5943,2003/12,10,1,30165
0015151,ノーリツ,5943,2004/12,10,1,19667
0015151,ノーリツ,5943,2005/12,10,1,18979
0015151,ノーリツ,5943,2006/12,10,1,19424
0015151,ノーリツ,5943,2007/12,10,1,11904
0015151,ノーリツ,5943,2008/12,10,1,11406
0015151,ノーリツ,5943,2009/12,10,1,14061
0015151,ノーリツ,5943,2010/12,10,1,22225
0015151,ノーリツ,5943,2011/12,10,1,18766
0015151,ノーリツ,5943,2012/12,10,1,23944
0015151,ノーリツ,5943,2013/12,10,1,27090
0015151,ノーリツ,5943,2014/12,10,1,21439
0015151,ノーリツ,5943,2015/12,10,1,27769
0015151,ノーリツ,5943,2016/12,10,1,36904
0015151,ノーリツ,5943,2017/12,10,1,35018
0015151,ノーリツ,5943,2018/12,10,1,39278
0015151,ノーリツ,5943,2019/12,10,1,31591
0015151,ノーリツ,5943,2020/12,10,1,30821
0015177,白銅,7637,2005/03,10,1,3663
0015177,白銅,7637,2006/03,10,1,3086
0015177,白銅,7637,2007/03,10,1,3791
0015177,白銅,7637,2008/03,10,1,3340
0015177,白銅,7637,2009/03,10,1,3105
0015177,白銅,7637,2010/03,10,1,3416
0015177,白銅,7637,2011/03,10,1,4594
0015177,白銅,7637,2012/03,10,1,4652
0015177,白銅,7637,2013/03,10,1,5509
0015177,白銅,7637,2014/03,10,1,5717
0015177,白銅,7637,2015/03,10,1,4301
0015177,白銅,7637,2016/03,10,1,4255
0015177,白銅,7637,2017/03,10,1,4820
0015177,白銅,7637,2018/03,10,1,5902
0015177,白銅,7637,2019/03,10,1,6087
0015177,白銅,7637,2020/03,10,1,4968
0015195,みずほリース,8425,2003/03,10,1,43520
0015195,みずほリース,8425,2004/03,10,1,28876
0015195,みずほリース,8425,2005/03,10,1,35139
0015195,みずほリース,8425,2006/03,10,1,35785
0015195,みずほリース,8425,2007/03,10,1,16519
0015195,みずほリース,8425,2008/03,10,1,16694
0015195,みずほリース,8425,2009/03,10,1,28005
0015195,みずほリース,8425,2010/03,10,1,18476
0015195,みずほリース,8425,2011/03,10,1,37728
0015195,みずほリース,8425,2012/03,10,1,41273
0015195,みずほリース,8425,2013/03,10,1,30532
0015195,みずほリース,8425,2014/03,10,1,37681
0015195,みずほリース,8425,2015/03,10,1,38734
0015195,みずほリース,8425,2016/03,10,1,49443
0015195,みずほリース,8425,2017/03,10,1,42326
0015195,みずほリース,8425,2018/03,10,1,30337
0015195,みずほリース,8425,2019/03,10,1,25884
0015195,みずほリース,8425,2020/03,10,1,22789
0015197,ステラ　ケミファ,4109,1998/03,10,1,740
0015197,ステラ　ケミファ,4109,1999/03,10,1,604
0015197,ステラ　ケミファ,4109,2000/03,10,1,586
0015197,ステラ　ケミファ,4109,2001/03,10,1,157
0015197,ステラ　ケミファ,4109,2002/03,10,1,447
0015197,ステラ　ケミファ,4109,2003/03,10,1,702
0015197,ステラ　ケミファ,4109,2004/03,10,1,861
0015197,ステラ　ケミファ,4109,2005/03,10,1,653
0015197,ステラ　ケミファ,4109,2006/03,10,1,946
0015197,ステラ　ケミファ,4109,2007/03,10,1,901
0015197,ステラ　ケミファ,4109,2008/03,10,1,1479
0015197,ステラ　ケミファ,4109,2009/03,10,1,6182
0015197,ステラ　ケミファ,4109,2010/03,10,1,5354
0015197,ステラ　ケミファ,4109,2011/03,10,1,6506
0015197,ステラ　ケミファ,4109,2012/03,10,1,3241
0015197,ステラ　ケミファ,4109,2013/03,10,1,4457
0015197,ステラ　ケミファ,4109,2014/03,10,1,6554
0015197,ステラ　ケミファ,4109,2015/03,10,1,4747
0015197,ステラ　ケミファ,4109,2016/03,10,1,10454
0015197,ステラ　ケミファ,4109,2017/03,10,1,14361
0015197,ステラ　ケミファ,4109,2018/03,10,1,9192
0015197,ステラ　ケミファ,4109,2019/03,10,1,14044
0015197,ステラ　ケミファ,4109,2020/03,10,1,13591
0015200,長谷川香料,4958,1995/09,10,1,13328
0015200,長谷川香料,4958,1996/09,10,1,13094
0015200,長谷川香料,4958,1997/09,10,1,9206
0015200,長谷川香料,4958,1998/09,10,1,6262
0015200,長谷川香料,4958,1999/09,10,1,8668
0015200,長谷川香料,4958,2000/09,10,1,7982
0015200,長谷川香料,4958,2001/09,10,1,5732
0015200,長谷川香料,4958,2002/09,10,1,7965
0015200,長谷川香料,4958,2003/09,10,1,9994
0015200,長谷川香料,4958,2004/09,10,1,9560
0015200,長谷川香料,4958,2005/09,10,1,9652
0015200,長谷川香料,4958,2006/09,10,1,7917
0015200,長谷川香料,4958,2007/09,10,1,10040
0015200,長谷川香料,4958,2008/09,10,1,9253
0015200,長谷川香料,4958,2009/09,10,1,10256
0015200,長谷川香料,4958,2010/09,10,1,9608
0015200,長谷川香料,4958,2011/09,10,1,7717
0015200,長谷川香料,4958,2012/09,10,1,6171
