日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>商品・製品(百万円),<貸借対照表（資産）>半製品・仕掛品(百万円),<貸借対照表（資産）>原材料・貯蔵品(百万円),<貸借対照表（資産）>販売用不動産(百万円)
0002044,北海道ガス,1992/03,10,1,,,,
0002044,北海道ガス,1993/03,10,1,,,,
0002044,北海道ガス,1994/03,10,1,,,,
0002044,北海道ガス,1995/03,10,1,,,,
0002044,北海道ガス,1996/03,10,1,,,,
0002044,北海道ガス,1997/03,10,1,,,,
0002044,北海道ガス,1998/03,10,1,,,,
0002044,北海道ガス,1999/03,10,1,,,,
0002044,北海道ガス,2000/03,10,1,19,1270,723,
0002044,北海道ガス,2001/03,10,1,22,1368,1481,
0002044,北海道ガス,2002/03,10,1,20,1144,859,
0002044,北海道ガス,2003/03,10,1,21,1029,804,
0002044,北海道ガス,2004/03,10,1,16,1329,593,
0002044,北海道ガス,2005/03,10,1,13,1148,504,
0002044,北海道ガス,2006/03,10,1,14,1334,707,
0002044,北海道ガス,2007/03,10,1,12,1429,560,
0002044,北海道ガス,2008/03,10,1,1595,,548,
0002044,北海道ガス,2009/03,10,1,835,,630,
0002044,北海道ガス,2010/03,10,1,790,,473,
0002044,北海道ガス,2011/03,10,1,470,,503,
0002044,北海道ガス,2012/03,10,1,459,,496,
0002044,北海道ガス,2013/03,10,1,425,,1878,
0002044,北海道ガス,2014/03,10,1,405,,3476,
0002044,北海道ガス,2015/03,10,1,350,,6245,
0002044,北海道ガス,2016/03,10,1,292,,2481,
0002044,北海道ガス,2017/03,10,1,256,,5423,
0002044,北海道ガス,2018/03,10,1,294,,6525,
0002044,北海道ガス,2019/03,10,1,270,,3313,
0002044,北海道ガス,2020/03,10,1,290,,5310,
0002045,広島ガス,1984/03,10,1,,,,
0002045,広島ガス,1985/03,10,1,,,,
0002045,広島ガス,1986/03,10,1,,,,
0002045,広島ガス,1987/03,10,1,,,,
0002045,広島ガス,1988/03,10,1,,,,
0002045,広島ガス,1989/03,10,1,,,,
0002045,広島ガス,1990/03,10,1,,,,
0002045,広島ガス,1991/03,10,1,,,,
0002045,広島ガス,1992/03,10,1,,,,
0002045,広島ガス,1993/03,10,1,,,,
0002045,広島ガス,1994/03,10,1,,,,
0002045,広島ガス,1995/03,10,1,,,,
0002045,広島ガス,1996/03,10,1,,,,
0002045,広島ガス,1997/03,10,1,,,,
0002045,広島ガス,1998/03,10,1,,,,
0002045,広島ガス,1999/03,10,1,,,,
0002045,広島ガス,2000/03,10,1,,,,
0002045,広島ガス,2001/03,10,1,,,,
0002045,広島ガス,2002/03,10,1,,,,
0002045,広島ガス,2003/03,10,1,,,,
0002045,広島ガス,2004/03,10,1,,,,
0002045,広島ガス,2005/03,10,1,,,,
0002045,広島ガス,2006/03,10,1,,,,
0002045,広島ガス,2007/03,10,1,,,,
0002045,広島ガス,2008/03,10,1,1233,,5837,
0002045,広島ガス,2009/03,10,1,909,,3292,
0002045,広島ガス,2010/03,10,1,965,,2256,
0002045,広島ガス,2011/03,10,1,942,,2845,
0002045,広島ガス,2012/03,10,1,866,,4280,
0002045,広島ガス,2013/03,10,1,1080,,3547,
0002045,広島ガス,2014/03,10,1,1083,,3857,
0002045,広島ガス,2015/03,10,1,908,,4664,
0002045,広島ガス,2016/03,10,1,680,,2400,
0002045,広島ガス,2017/03,10,1,818,,3226,
0002045,広島ガス,2018/03,10,1,882,,2666,
0002045,広島ガス,2019/03,10,1,863,,4419,
0002045,広島ガス,2020/03,10,1,782,,5463,
0002046,西部ガスホールディングス,1995/03,10,1,,,,
0002046,西部ガスホールディングス,1996/03,10,1,,,,
0002046,西部ガスホールディングス,1997/03,10,1,,,,
0002046,西部ガスホールディングス,1998/03,10,1,,,,
0002046,西部ガスホールディングス,1999/03,10,1,,,,
0002046,西部ガスホールディングス,2000/03,10,1,,,,
0002046,西部ガスホールディングス,2001/03,10,1,,,,
0002046,西部ガスホールディングス,2002/03,10,1,,,,
0002046,西部ガスホールディングス,2003/03,10,1,,,,
0002046,西部ガスホールディングス,2004/03,10,1,,,,
0002046,西部ガスホールディングス,2005/03,10,1,,,,
0002046,西部ガスホールディングス,2006/03,10,1,,,,
0002046,西部ガスホールディングス,2007/03,10,1,,,,
0002046,西部ガスホールディングス,2008/03,10,1,,,,
0002046,西部ガスホールディングス,2009/03,10,1,1571,2073,2970,
0002046,西部ガスホールディングス,2010/03,10,1,1785,1847,3124,
0002046,西部ガスホールディングス,2011/03,10,1,1648,2396,2760,
0002046,西部ガスホールディングス,2012/03,10,1,1682,2455,3617,
0002046,西部ガスホールディングス,2013/03,10,1,2064,3057,3960,
0002046,西部ガスホールディングス,2014/03,10,1,3153,3738,5740,
0002046,西部ガスホールディングス,2015/03,10,1,2549,4131,12144,
0002046,西部ガスホールディングス,2016/03,10,1,2265,3666,9303,
0002046,西部ガスホールディングス,2017/03,10,1,4599,9855,6519,
0002046,西部ガスホールディングス,2018/03,10,1,4087,10873,8681,
0002046,西部ガスホールディングス,2019/03,10,1,5614,14767,10672,
0002046,西部ガスホールディングス,2020/03,10,1,7522,18132,8001,
0002061,松竹,1985/02,10,1,,,,
0002061,松竹,1986/02,10,1,,,,
0002061,松竹,1987/02,10,1,,,,
0002061,松竹,1988/02,10,1,,,,
0002061,松竹,1989/02,10,1,,,,
0002061,松竹,1990/02,10,1,,,,
0002061,松竹,1991/02,10,1,,,,
0002061,松竹,1992/02,10,1,,,,
0002061,松竹,1993/02,10,1,,,,
0002061,松竹,1994/02,10,1,,,,
0002061,松竹,1995/02,10,1,,,,
0002061,松竹,1996/02,10,1,,,,
0002061,松竹,1997/02,10,1,,,,
0002061,松竹,1998/02,10,1,,,,
0002061,松竹,1999/02,10,1,,,,
0002061,松竹,2000/02,10,1,,,,
0002061,松竹,2001/02,10,1,9897,336,628,
0002061,松竹,2002/02,10,1,9316,152,635,
0002061,松竹,2003/02,10,1,4659,206,634,
0002061,松竹,2004/02,10,1,4264,474,797,
0002061,松竹,2005/02,10,1,5017,1242,767,
0002061,松竹,2006/02,10,1,5000,1134,742,
0002061,松竹,2007/02,10,1,2954,1330,86,
0002061,松竹,2008/02,10,1,3412,2591,89,
0002061,松竹,2009/02,10,1,2142,2838,82,
0002061,松竹,2010/02,10,1,1903,970,83,
0002061,松竹,2011/02,10,1,1255,485,88,
0002061,松竹,2012/02,10,1,1420,1556,89,
0002061,松竹,2013/02,10,1,1466,1158,90,
0002061,松竹,2014/02,10,1,1536,1564,77,
0002061,松竹,2015/02,10,1,1396,2753,84,
0002061,松竹,2016/02,10,1,1433,2803,75,
0002061,松竹,2017/02,10,1,1474,3244,83,
0002061,松竹,2018/02,10,1,1506,3672,82,
0002061,松竹,2019/02,10,1,2000,4458,85,
0002061,松竹,2020/02,10,1,1833,2985,133,
0002062,東宝,1985/02,10,1,,,,
0002062,東宝,1986/02,10,1,,,,
0002062,東宝,1987/02,10,1,,,,
0002062,東宝,1988/02,10,1,,,,
0002062,東宝,1989/02,10,1,,,,
0002062,東宝,1990/02,10,1,,,,
0002062,東宝,1991/02,10,1,,,,
0002062,東宝,1992/02,10,1,,,,
0002062,東宝,1993/02,10,1,,,,
0002062,東宝,1994/02,10,1,,,,
0002062,東宝,1995/02,10,1,,,,
0002062,東宝,1996/02,10,1,,,,
0002062,東宝,1997/02,10,1,,,,
0002062,東宝,1998/02,10,1,,,,
0002062,東宝,1999/02,10,1,,,,
0002062,東宝,2000/02,10,1,,,,
0002062,東宝,2001/02,10,1,,,,
0002062,東宝,2002/02,10,1,6773,5348,891,65
0002062,東宝,2003/02,10,1,5789,4525,376,62
0002062,東宝,2004/02,10,1,3328,4696,482,
0002062,東宝,2005/02,10,1,4612,5132,478,
0002062,東宝,2006/02,10,1,7338,3488,412,
0002062,東宝,2007/02,10,1,6652,4090,475,
0002062,東宝,2008/02,10,1,5438,3297,460,
0002062,東宝,2009/02,10,1,,,,
0002062,東宝,2010/02,10,1,2229,3699,476,
0002062,東宝,2011/02,10,1,1748,2561,479,
0002062,東宝,2012/02,10,1,1520,1986,503,
0002062,東宝,2013/02,10,1,1337,3294,394,
0002062,東宝,2014/02,10,1,1613,3352,406,
0002062,東宝,2015/02,10,1,1299,4525,417,
0002062,東宝,2016/02,10,1,1347,4755,452,
0002062,東宝,2017/02,10,1,1599,5837,461,
0002062,東宝,2018/02,10,1,1706,4926,515,
0002062,東宝,2019/02,10,1,1605,8140,526,
0002062,東宝,2020/02,10,1,3816,6023,625,
0002064,東映,1984/08,10,1,,,,
0002064,東映,1985/08,10,1,,,,
0002064,東映,1986/08,10,1,,,,
0002064,東映,1987/08,10,1,,,,
0002064,東映,1988/03,10,1,,,,
0002064,東映,1989/03,10,1,,,,
0002064,東映,1990/03,10,1,,,,
0002064,東映,1991/03,10,1,,,,
0002064,東映,1992/03,10,1,,,,
0002064,東映,1993/03,10,1,,,,
0002064,東映,1994/03,10,1,,,,
0002064,東映,1995/03,10,1,,,,
0002064,東映,1996/03,10,1,,,,
0002064,東映,1997/03,10,1,,,,
0002064,東映,1998/03,10,1,,,,
0002064,東映,1999/03,10,1,,,,
0002064,東映,2000/03,10,1,,,,8362
0002064,東映,2001/03,10,1,,,,8055
0002064,東映,2002/03,10,1,,,,7911
0002064,東映,2003/03,10,1,,,,3953
0002064,東映,2004/03,10,1,,,,2246
0002064,東映,2005/03,10,1,1,,,166
0002064,東映,2006/03,10,1,,,,
0002064,東映,2007/03,10,1,,,,
0002064,東映,2008/03,10,1,827,11349,656,
0002064,東映,2009/03,10,1,929,10499,655,
0002064,東映,2010/03,10,1,1040,5976,542,
0002064,東映,2011/03,10,1,1010,5736,550,
0002064,東映,2012/03,10,1,894,5354,519,
0002064,東映,2013/03,10,1,794,6712,521,
0002064,東映,2014/03,10,1,915,4304,576,
0002064,東映,2015/03,10,1,671,6036,622,
0002064,東映,2016/03,10,1,703,5649,631,
0002064,東映,2017/03,10,1,736,5405,476,
0002064,東映,2018/03,10,1,1101,5884,538,
0002064,東映,2019/03,10,1,1246,8327,545,
0002064,東映,2020/03,10,1,1105,9448,533,
0002067,スバル興業,1985/01,10,1,,,,
0002067,スバル興業,1986/01,10,1,,,,
0002067,スバル興業,1987/01,10,1,,,,
0002067,スバル興業,1988/01,10,1,,,,
0002067,スバル興業,1989/01,10,1,,,,
0002067,スバル興業,1990/01,10,1,,,,
0002067,スバル興業,1991/01,10,1,,,,
0002067,スバル興業,1992/01,10,1,,,,
0002067,スバル興業,1993/01,10,1,,,,
0002067,スバル興業,1994/01,10,1,,,,
0002067,スバル興業,1995/01,10,1,,,,
0002067,スバル興業,1996/01,10,1,,,,
0002067,スバル興業,1997/01,10,1,,,,
0002067,スバル興業,1998/01,10,1,,,,
0002067,スバル興業,1999/01,10,1,,,,
0002067,スバル興業,2000/01,10,1,,,,
0002067,スバル興業,2001/01,10,1,34,2501,45,
0002067,スバル興業,2002/01,10,1,32,1498,29,
0002067,スバル興業,2003/01,10,1,35,1680,37,
0002067,スバル興業,2004/01,10,1,42,1629,40,
0002067,スバル興業,2005/01,10,1,45,2051,46,
0002067,スバル興業,2006/01,10,1,59,1054,44,
0002067,スバル興業,2007/01,10,1,,,,
0002067,スバル興業,2008/01,10,1,,,,
0002067,スバル興業,2009/01,10,1,78,432,72,
0002067,スバル興業,2010/01,10,1,61,165,55,
0002067,スバル興業,2011/01,10,1,67,456,58,
0002067,スバル興業,2012/01,10,1,62,159,72,
0002067,スバル興業,2013/01,10,1,60,235,74,
0002067,スバル興業,2014/01,10,1,89,903,120,
0002067,スバル興業,2015/01,10,1,85,442,89,
0002067,スバル興業,2016/01,10,1,71,199,90,
0002067,スバル興業,2017/01,10,1,65,602,89,
0002067,スバル興業,2018/01,10,1,69,610,127,
0002067,スバル興業,2019/01,10,1,70,888,110,
0002067,スバル興業,2020/01,10,1,70,836,229,
0002068,東京テアトル,1985/01,10,1,,,,
0002068,東京テアトル,1986/01,10,1,,,,
0002068,東京テアトル,1987/01,10,1,,,,
0002068,東京テアトル,1988/01,10,1,,,,
0002068,東京テアトル,1989/01,10,1,,,,
0002068,東京テアトル,1989/09,10,1,,,,
0002068,東京テアトル,1990/03,10,1,,,,
0002068,東京テアトル,1991/03,10,1,,,,
0002068,東京テアトル,1992/03,10,1,,,,
0002068,東京テアトル,1993/03,10,1,,,,
0002068,東京テアトル,1994/03,10,1,,,,
0002068,東京テアトル,1995/03,10,1,,,,
0002068,東京テアトル,1996/03,10,1,,,,
0002068,東京テアトル,1997/03,10,1,,,,
0002068,東京テアトル,1998/03,10,1,,,,
0002068,東京テアトル,1999/03,10,1,,,,
0002068,東京テアトル,2000/03,10,1,969,,85,
0002068,東京テアトル,2001/03,10,1,424,,101,1027
0002068,東京テアトル,2002/03,10,1,1424,,60,
0002068,東京テアトル,2003/03,10,1,1617,,57,
0002068,東京テアトル,2004/03,10,1,1784,,64,
0002068,東京テアトル,2005/03,10,1,2159,,57,
0002068,東京テアトル,2006/03,10,1,3556,,63,
0002068,東京テアトル,2007/03,10,1,4477,,69,
0002068,東京テアトル,2008/03,10,1,551,,32,4657
0002068,東京テアトル,2009/03,10,1,554,,27,4014
0002068,東京テアトル,2010/03,10,1,62,,25,532
0002068,東京テアトル,2011/03,10,1,47,,28,938
0002068,東京テアトル,2012/03,10,1,49,,27,1028
0002068,東京テアトル,2013/03,10,1,43,,19,644
0002068,東京テアトル,2014/03,10,1,27,,10,641
0002068,東京テアトル,2015/03,10,1,82,,18,926
0002068,東京テアトル,2016/03,10,1,116,,15,1560
0002068,東京テアトル,2017/03,10,1,111,,15,1474
0002068,東京テアトル,2018/03,10,1,83,,24,1438
0002068,東京テアトル,2019/03,10,1,93,,20,1710
0002068,東京テアトル,2020/03,10,1,209,,23,1281
0002069,東京楽天地,1985/01,10,1,,,,
0002069,東京楽天地,1986/01,10,1,,,,
0002069,東京楽天地,1987/01,10,1,,,,
0002069,東京楽天地,1988/01,10,1,,,,
0002069,東京楽天地,1989/01,10,1,,,,
0002069,東京楽天地,1990/01,10,1,,,,
0002069,東京楽天地,1991/01,10,1,,,,
0002069,東京楽天地,1992/01,10,1,,,,
0002069,東京楽天地,1993/01,10,1,,,,
0002069,東京楽天地,1994/01,10,1,,,,
0002069,東京楽天地,1995/01,10,1,,,,
0002069,東京楽天地,1996/01,10,1,,,,
0002069,東京楽天地,1997/01,10,1,,,,
0002069,東京楽天地,1998/01,10,1,,,,
0002069,東京楽天地,1999/01,10,1,,,,
0002069,東京楽天地,2000/01,10,1,,,,
0002069,東京楽天地,2001/01,10,1,,,,
0002069,東京楽天地,2002/01,10,1,,,,
0002069,東京楽天地,2003/01,10,1,,,,
0002069,東京楽天地,2004/01,10,1,,,,
0002069,東京楽天地,2005/01,10,1,,,,
0002069,東京楽天地,2006/01,10,1,,,,
0002069,東京楽天地,2007/01,10,1,,,,
0002069,東京楽天地,2008/01,10,1,,,,
0002069,東京楽天地,2009/01,10,1,,,,
0002069,東京楽天地,2010/01,10,1,,,,
0002069,東京楽天地,2011/01,10,1,,,,
0002069,東京楽天地,2012/01,10,1,,,,
0002069,東京楽天地,2013/01,10,1,,,,
0002069,東京楽天地,2014/01,10,1,,,,
0002069,東京楽天地,2015/01,10,1,,,,
0002069,東京楽天地,2016/01,10,1,,,,
0002069,東京楽天地,2017/01,10,1,,,,
0002069,東京楽天地,2018/01,10,1,,,,
0002069,東京楽天地,2019/01,10,1,,,,
0002069,東京楽天地,2020/01,10,1,,,,
0002081,東京都競馬,1984/12,10,1,,,,
0002081,東京都競馬,1985/12,10,1,,,,
0002081,東京都競馬,1986/12,10,1,,,,
0002081,東京都競馬,1987/12,10,1,,,,
0002081,東京都競馬,1988/12,10,1,,,,
0002081,東京都競馬,1989/12,10,1,,,,
0002081,東京都競馬,1990/12,10,1,,,,
0002081,東京都競馬,1991/12,10,1,,,,
0002081,東京都競馬,1992/12,10,1,,,,
0002081,東京都競馬,1993/12,10,1,,,,
0002081,東京都競馬,1994/12,10,1,,,,
0002081,東京都競馬,1995/12,10,1,,,,
0002081,東京都競馬,1996/12,10,1,,,,
0002081,東京都競馬,1997/12,10,1,,,,
0002081,東京都競馬,1998/12,10,1,,,,
0002081,東京都競馬,1999/12,10,1,,,,
0002081,東京都競馬,2000/12,10,1,,,,
0002081,東京都競馬,2001/12,10,1,,,,
0002081,東京都競馬,2002/12,10,1,,,,
0002081,東京都競馬,2003/12,10,1,,,,
0002081,東京都競馬,2004/12,10,1,,,,
0002081,東京都競馬,2005/12,10,1,,,,
0002081,東京都競馬,2006/12,10,1,,,,
0002081,東京都競馬,2007/12,10,1,,,,
0002081,東京都競馬,2008/12,10,1,27,,29,
0002081,東京都競馬,2009/12,10,1,28,,30,
0002081,東京都競馬,2010/12,10,1,27,,24,
0002081,東京都競馬,2011/12,10,1,30,,29,
0002081,東京都競馬,2012/12,10,1,24,,34,
0002081,東京都競馬,2013/12,10,1,27,,31,
0002081,東京都競馬,2014/12,10,1,45,,33,
0002081,東京都競馬,2015/12,10,1,44,74,33,
0002081,東京都競馬,2016/12,10,1,51,1,36,
0002081,東京都競馬,2017/12,10,1,53,17,34,
0002081,東京都競馬,2018/12,10,1,51,6,40,
0002081,東京都競馬,2019/12,10,1,46,9,42,
0002081,東京都競馬,2020/12,10,1,41,13,37,
0002091,アゴーラ　ホスピタリティー　グ,1995/12,10,1,,,,
0002091,アゴーラ　ホスピタリティー　グ,1996/12,10,1,,,,
0002091,アゴーラ　ホスピタリティー　グ,1997/12,10,1,,,,
0002091,アゴーラ　ホスピタリティー　グ,1998/12,10,1,,,,
0002091,アゴーラ　ホスピタリティー　グ,1999/12,10,1,,,,
0002091,アゴーラ　ホスピタリティー　グ,2000/12,10,1,,,14,
0002091,アゴーラ　ホスピタリティー　グ,2001/12,10,1,,,12,
0002091,アゴーラ　ホスピタリティー　グ,2002/12,10,1,,,8,
0002091,アゴーラ　ホスピタリティー　グ,2003/12,10,1,,,9,
0002091,アゴーラ　ホスピタリティー　グ,2004/12,10,1,,,9,
0002091,アゴーラ　ホスピタリティー　グ,2005/12,10,1,,,9,
0002091,アゴーラ　ホスピタリティー　グ,2006/12,10,1,,,13,
0002091,アゴーラ　ホスピタリティー　グ,2007/12,10,1,,,549,
0002091,アゴーラ　ホスピタリティー　グ,2008/12,10,1,,473,11,
0002091,アゴーラ　ホスピタリティー　グ,2009/12,10,1,,461,13,
0002091,アゴーラ　ホスピタリティー　グ,2010/12,10,1,,475,11,
0002091,アゴーラ　ホスピタリティー　グ,2011/12,10,1,,520,37,
0002091,アゴーラ　ホスピタリティー　グ,2012/12,10,1,,549,78,
0002091,アゴーラ　ホスピタリティー　グ,2013/12,10,1,,566,79,
0002091,アゴーラ　ホスピタリティー　グ,2014/12,10,1,,617,85,
0002091,アゴーラ　ホスピタリティー　グ,2015/12,10,1,,476,105,
0002091,アゴーラ　ホスピタリティー　グ,2016/12,10,1,,461,90,
0002091,アゴーラ　ホスピタリティー　グ,2017/12,10,1,,1026,77,
0002091,アゴーラ　ホスピタリティー　グ,2018/12,10,1,,1101,68,
0002091,アゴーラ　ホスピタリティー　グ,2019/12,10,1,,1222,88,
0002091,アゴーラ　ホスピタリティー　グ,2020/12,10,1,,1178,66,
0002098,藤田観光,1984/12,10,1,,,,
0002098,藤田観光,1985/12,10,1,,,,
0002098,藤田観光,1986/12,10,1,,,,
0002098,藤田観光,1987/12,10,1,,,,
0002098,藤田観光,1988/12,10,1,,,,
0002098,藤田観光,1989/12,10,1,,,,
0002098,藤田観光,1990/12,10,1,,,,
0002098,藤田観光,1991/12,10,1,,,,
0002098,藤田観光,1992/12,10,1,,,,
0002098,藤田観光,1993/12,10,1,,,,
0002098,藤田観光,1994/12,10,1,,,,
0002098,藤田観光,1995/12,10,1,,,,
0002098,藤田観光,1996/12,10,1,,,,
0002098,藤田観光,1997/12,10,1,,,,
0002098,藤田観光,1998/12,10,1,,,,
0002098,藤田観光,1999/12,10,1,,,,
0002098,藤田観光,2000/12,10,1,,,,
0002098,藤田観光,2001/12,10,1,,,,
0002098,藤田観光,2002/12,10,1,,,,
0002098,藤田観光,2003/12,10,1,,,,
0002098,藤田観光,2004/12,10,1,,,,
0002098,藤田観光,2005/12,10,1,,,,
0002098,藤田観光,2006/12,10,1,,,,
0002098,藤田観光,2007/12,10,1,,,,
0002098,藤田観光,2008/12,10,1,119,36,475,
0002098,藤田観光,2009/12,10,1,128,34,431,
0002098,藤田観光,2010/12,10,1,118,29,416,
0002098,藤田観光,2011/12,10,1,81,25,411,
0002098,藤田観光,2012/12,10,1,73,39,432,
0002098,藤田観光,2013/12,10,1,88,30,456,
0002098,藤田観光,2014/12,10,1,79,35,456,
0002098,藤田観光,2015/12,10,1,83,32,443,
0002098,藤田観光,2016/12,10,1,70,58,492,
0002098,藤田観光,2017/12,10,1,62,132,526,
0002098,藤田観光,2018/12,10,1,52,48,512,
0002098,藤田観光,2019/12,10,1,51,19,490,
0002098,藤田観光,2020/12,10,1,50,20,369,
0002099,白洋舎,2000/12,10,1,652,,3251,
0002099,白洋舎,2001/12,10,1,722,,4224,
0002099,白洋舎,2002/12,10,1,655,,3730,
0002099,白洋舎,2003/12,10,1,520,,3485,
0002099,白洋舎,2004/12,10,1,467,,3002,
0002099,白洋舎,2005/12,10,1,519,,3228,
0002099,白洋舎,2006/12,10,1,379,,3284,
0002099,白洋舎,2007/12,10,1,378,,3484,
0002099,白洋舎,2008/12,10,1,382,,3426,
0002099,白洋舎,2009/12,10,1,367,,3213,
0002099,白洋舎,2010/12,10,1,318,,3353,
0002099,白洋舎,2011/12,10,1,271,,3301,
0002099,白洋舎,2012/12,10,1,300,,3595,
0002099,白洋舎,2013/12,10,1,321,,3792,
0002099,白洋舎,2014/12,10,1,378,,4395,
0002099,白洋舎,2015/12,10,1,324,,4430,
0002099,白洋舎,2016/12,10,1,335,,4981,
0002099,白洋舎,2017/12,10,1,297,,5307,
0002099,白洋舎,2018/12,10,1,305,,5452,
0002099,白洋舎,2019/12,10,1,292,,5607,
0002099,白洋舎,2020/12,10,1,344,,4617,
0002104,セコム,1978/11,10,1,,,,
0002104,セコム,1979/11,10,1,,,,
0002104,セコム,1980/11,10,1,,,,
0002104,セコム,1981/11,10,1,,,,
0002104,セコム,1982/11,10,1,,,,
0002104,セコム,1983/11,10,1,,,,
0002104,セコム,1984/11,10,1,,,,
0002104,セコム,1985/11,10,1,,,,
0002104,セコム,1986/11,10,1,,,,
0002104,セコム,1987/11,10,1,,,,
0002104,セコム,1988/11,10,1,,,,
0002104,セコム,1989/11,10,1,,,,
0002104,セコム,1990/03,10,1,,,,
0002104,セコム,1991/03,10,1,,,,
0002104,セコム,1992/03,10,1,,,,
0002104,セコム,1993/03,10,1,,,,
0002104,セコム,1994/03,10,1,,,,
0002104,セコム,1995/03,10,1,,,,
0002104,セコム,1996/03,10,1,,,,
0002104,セコム,1997/03,10,1,,,,
0002104,セコム,1998/03,10,1,,,,
0002104,セコム,1999/03,10,1,,,,
0002104,セコム,2000/03,10,1,7108,3087,1746,40459
0002104,セコム,2001/03,10,1,9876,1664,2098,36222
0002104,セコム,2002/03,10,1,12147,1809,2699,38733
0002104,セコム,2003/03,10,1,9027,1389,2590,28334
0002104,セコム,2004/03,10,1,8158,1828,2303,33189
0002104,セコム,2005/03,10,1,9614,1250,2234,27881
0002104,セコム,2006/03,10,1,7872,1153,2237,52931
0002104,セコム,2007/03,10,1,10800,9751,5396,71724
0002104,セコム,2008/03,10,1,10758,10311,6010,90230
0002104,セコム,2009/03,10,1,10730,11708,5840,67127
0002104,セコム,2010/03,10,1,10987,6739,5932,74409
0002104,セコム,2011/03,10,1,8823,6482,5750,59777
0002104,セコム,2012/03,10,1,9597,8198,5950,42358
0002104,セコム,2013/03,10,1,12321,12089,6430,26292
0002104,セコム,2014/03,10,1,14186,13585,7573,15429
0002104,セコム,2015/03,10,1,14163,13491,7913,24121
0002104,セコム,2016/03,10,1,13099,14627,8579,26551
0002104,セコム,2017/03,10,1,11915,13892,8385,27506
0002104,セコム,2018/03,10,1,12321,15498,8849,44454
0002104,セコム,2019/03,10,1,14146,16843,10398,36607
0002104,セコム,2020/03,10,1,13862,16017,10927,26736
0002105,ＫＮＴ－ＣＴホールディングス,1990/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1991/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1992/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1993/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1994/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1995/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1996/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1997/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1998/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,1999/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,2000/12,10,1,,,,
0002105,ＫＮＴ－ＣＴホールディングス,2001/12,10,1,,,336,
0002105,ＫＮＴ－ＣＴホールディングス,2002/12,10,1,,,314,
0002105,ＫＮＴ－ＣＴホールディングス,2003/12,10,1,,,234,
0002105,ＫＮＴ－ＣＴホールディングス,2004/12,10,1,,,236,
0002105,ＫＮＴ－ＣＴホールディングス,2005/12,10,1,,,110,
0002105,ＫＮＴ－ＣＴホールディングス,2006/12,10,1,,,178,
0002105,ＫＮＴ－ＣＴホールディングス,2007/12,10,1,,,151,
0002105,ＫＮＴ－ＣＴホールディングス,2008/12,10,1,30,,53,
0002105,ＫＮＴ－ＣＴホールディングス,2009/12,10,1,19,,57,
0002105,ＫＮＴ－ＣＴホールディングス,2010/12,10,1,42,,43,
0002105,ＫＮＴ－ＣＴホールディングス,2011/12,10,1,13,,84,
0002105,ＫＮＴ－ＣＴホールディングス,2012/12,10,1,22,,28,
0002105,ＫＮＴ－ＣＴホールディングス,2013/12,10,1,15,,104,
0002105,ＫＮＴ－ＣＴホールディングス,2014/12,10,1,19,,86,
0002105,ＫＮＴ－ＣＴホールディングス,2015/12,10,1,16,,98,
0002105,ＫＮＴ－ＣＴホールディングス,2016/03,10,1,17,,94,
0002105,ＫＮＴ－ＣＴホールディングス,2017/03,10,1,12,,92,
0002105,ＫＮＴ－ＣＴホールディングス,2018/03,10,1,12,,97,
0002105,ＫＮＴ－ＣＴホールディングス,2019/03,10,1,19,,87,
0002105,ＫＮＴ－ＣＴホールディングス,2020/03,10,1,13,,105,
0002117,エバラ食品工業,2002/03,10,1,,,,
0002117,エバラ食品工業,2003/03,10,1,,,,
0002117,エバラ食品工業,2004/03,10,1,1227,,477,
0002117,エバラ食品工業,2005/03,10,1,1366,,461,
0002117,エバラ食品工業,2006/03,10,1,1088,,384,
0002117,エバラ食品工業,2007/03,10,1,,,,
0002117,エバラ食品工業,2008/03,10,1,1366,,478,
0002117,エバラ食品工業,2009/03,10,1,1192,,483,
0002117,エバラ食品工業,2010/03,10,1,1226,,447,
0002117,エバラ食品工業,2011/03,10,1,1242,,392,
0002117,エバラ食品工業,2012/03,10,1,1303,,438,
0002117,エバラ食品工業,2013/03,10,1,1338,,520,
0002117,エバラ食品工業,2014/03,10,1,1306,,607,
0002117,エバラ食品工業,2015/03,10,1,1366,,568,
0002117,エバラ食品工業,2016/03,10,1,1404,,661,
0002117,エバラ食品工業,2017/03,10,1,1218,,664,
0002117,エバラ食品工業,2018/03,10,1,1402,,685,
0002117,エバラ食品工業,2019/03,10,1,1535,,603,
0002117,エバラ食品工業,2020/03,10,1,1386,,747,
0002141,セイコーエプソン,2001/03,10,1,,,,
0002141,セイコーエプソン,2002/03,10,1,,,,
