日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>資産合計(百万円),<貸借対照表（資産）>固定資産／非流動資産(百万円),<貸借対照表（資産）>有形固定資産(百万円),<貸借対照表（資産）>償却対象有形固定資産(百万円),<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円),<貸借対照表（資産）>棚卸資産(百万円),<貸借対照表（資産）>その他棚卸資産(百万円)
0033960,イチネンホールディングス,1996/03,10,1,38129,29552,25483,21207,3393,107,
0033960,イチネンホールディングス,1997/03,10,1,51000,40332,35272,28889,4565,252,
0033960,イチネンホールディングス,1998/03,10,1,53928,39756,34836,28786,7667,393,
0033960,イチネンホールディングス,1999/03,10,1,52372,37942,32900,25630,8377,360,
0033960,イチネンホールディングス,2000/03,10,1,55266,36374,31422,24139,11847,316,
0033960,イチネンホールディングス,2001/03,10,1,60358,45296,36516,30228,7792,300,
0033960,イチネンホールディングス,2002/03,10,1,51400,41451,32335,29878,3836,233,
0033960,イチネンホールディングス,2003/03,10,1,53413,40430,32023,29565,6038,296,
0033960,イチネンホールディングス,2004/03,10,1,60028,47337,39949,36587,5553,226,
0033960,イチネンホールディングス,2005/03,10,1,63305,50937,43083,39470,4104,482,
0033960,イチネンホールディングス,2006/03,10,1,79653,61733,48731,43873,5064,1192,
0033960,イチネンホールディングス,2007/03,10,1,76608,61591,47996,42943,2180,1105,
0033960,イチネンホールディングス,2008/03,10,1,78859,64793,51364,38877,1533,1010,
0033960,イチネンホールディングス,2009/03,10,1,79494,40999,29474,16878,6926,1002,
0033960,イチネンホールディングス,2010/03,10,1,73266,42924,31323,18997,1913,945,
0033960,イチネンホールディングス,2011/03,10,1,77544,44905,34112,21760,2296,1019,
0033960,イチネンホールディングス,2012/03,10,1,75382,44256,33884,24877,1702,1042,
0033960,イチネンホールディングス,2013/03,10,1,85638,51322,39956,30140,1819,1808,
0033960,イチネンホールディングス,2014/03,10,1,94519,57431,45098,35623,1477,3060,
0033960,イチネンホールディングス,2015/03,10,1,94649,57624,44813,38354,2177,3181,
0033960,イチネンホールディングス,2016/03,10,1,110482,68704,56184,50020,1484,3260,
0033960,イチネンホールディングス,2017/03,10,1,114981,73380,61150,54198,1535,3530,
0033960,イチネンホールディングス,2018/03,10,1,118476,77371,63709,57712,1382,3818,
0033960,イチネンホールディングス,2019/03,10,1,130015,82441,69030,61300,2201,5536,
0033960,イチネンホールディングス,2020/03,10,1,149228,89747,76379,64744,2158,10643,
0035013,ディップ,2005/02,10,1,3515,909,164,162,2038,,
0035013,ディップ,2006/02,10,1,4378,1107,241,241,2130,,
0035013,ディップ,2007/02,10,1,5617,1802,412,411,1804,,
0035013,ディップ,2008/02,10,1,5742,1996,355,353,1548,,
0035013,ディップ,2009/02,10,1,8001,2229,529,522,3364,,
0035013,ディップ,2018/02,10,1,28016,8228,1687,1456,14717,4,
0035013,ディップ,2019/02,10,1,33510,12987,1791,1561,14927,6,
0035068,タカラバイオ,2003/03,10,1,30062,17677,12563,5973,3091,2622,
0035068,タカラバイオ,2004/03,10,1,31649,17318,12297,7636,6464,2687,
0035068,タカラバイオ,2005/03,10,1,37427,16582,12883,8349,13534,2408,
0035068,タカラバイオ,2006/03,10,1,44443,24401,13792,9068,7065,3943,
0035068,タカラバイオ,2007/03,10,1,45539,21839,12416,7781,5166,3493,
0035068,タカラバイオ,2008/03,10,1,45289,19871,12356,7152,8653,3175,
0035068,タカラバイオ,2009/03,10,1,43117,17441,11754,7098,8932,3286,
0035068,タカラバイオ,2010/03,10,1,43651,16418,11457,6764,13763,3075,
0035068,タカラバイオ,2011/03,10,1,42594,15172,10889,6343,17429,2881,
0035068,タカラバイオ,2012/03,10,1,44032,14175,10542,5996,17880,3093,
0035068,タカラバイオ,2013/03,10,1,46649,15510,12196,6306,18267,3466,
0035068,タカラバイオ,2014/03,10,1,62500,20682,16960,6839,21302,4420,
0035068,タカラバイオ,2015/03,10,1,66425,29978,20532,10826,20584,4637,
0035068,タカラバイオ,2016/03,10,1,66591,24432,20534,12815,19384,5099,
0035068,タカラバイオ,2017/03,10,1,67143,23178,19577,12244,28078,5461,
0035068,タカラバイオ,2018/03,10,1,68670,34154,18534,11881,17537,6010,
0035068,タカラバイオ,2019/03,10,1,71040,35765,21404,10406,17033,6735,
0035068,タカラバイオ,2020/03,10,1,75009,36622,24213,18401,18266,7593,
0035110,アクセル,2012/03,10,1,12817,648,293,292,7119,606,
0035110,アクセル,2013/03,10,1,15649,825,239,237,9264,582,
0035110,アクセル,2014/03,10,1,13855,836,271,270,5908,1565,
0035110,アクセル,2020/03,10,1,11146,1043,120,120,8071,1080,
0035170,パラカ,2006/09,10,1,14269,10914,7113,891,1546,270,
0035170,パラカ,2007/09,10,1,16313,13048,12831,1189,2224,708,
0035170,パラカ,2008/09,10,1,16766,14166,13888,1216,1566,679,
0035170,パラカ,2009/09,10,1,17608,15635,15290,1476,1583,,
0035170,パラカ,2010/09,10,1,17927,15863,15356,1656,1631,,
0035211,セントケア・ホールディング,2002/03,10,1,3451,945,162,108,1128,23,
0035211,セントケア・ホールディング,2003/03,10,1,3588,1098,167,115,1134,24,
0035211,セントケア・ホールディング,2004/03,10,1,4715,1198,192,139,1844,23,
0035211,セントケア・ホールディング,2005/03,10,1,4927,1861,363,306,1259,35,
0035211,セントケア・ホールディング,2006/03,10,1,5303,2047,511,425,1337,66,
0035211,セントケア・ホールディング,2007/03,10,1,5858,2720,567,492,1155,62,
0035211,セントケア・ホールディング,2008/03,10,1,8571,4577,788,712,1111,60,
0035211,セントケア・ホールディング,2009/03,10,1,7678,4056,665,589,1082,49,
0035211,セントケア・ホールディング,2010/03,10,1,8028,4074,678,590,1221,66,
0035211,セントケア・ホールディング,2011/03,10,1,9648,5162,1784,1637,1359,72,
0035211,セントケア・ホールディング,2012/03,10,1,11320,6218,2772,2509,1576,77,
0035211,セントケア・ホールディング,2013/03,10,1,13515,7628,3824,3617,1765,88,
0035211,セントケア・ホールディング,2014/03,10,1,15319,8927,5017,4855,1936,88,
0035211,セントケア・ホールディング,2015/03,10,1,16619,9693,5560,5393,2218,84,
0035211,セントケア・ホールディング,2016/03,10,1,19219,10313,6193,5964,3553,47,
0035211,セントケア・ホールディング,2017/03,10,1,20835,10868,6682,6412,4154,48,
0035211,セントケア・ホールディング,2018/03,10,1,22310,11761,6958,6691,4159,46,
0035211,セントケア・ホールディング,2019/03,10,1,22501,11775,7253,6515,3993,40,
0035211,セントケア・ホールディング,2020/03,10,1,23662,13211,8288,7153,4196,57,
0035304,オプトラン,2015/12,10,1,15511,1503,1195,1195,5132,4370,
0035304,オプトラン,2016/12,10,1,21730,1556,1262,1223,5357,8577,
0035304,オプトラン,2017/12,10,1,56425,4169,2862,1994,19893,25107,
0035304,オプトラン,2018/12,10,1,55644,7501,2843,2016,15740,24487,
0035304,オプトラン,2019/12,10,1,56509,9315,2763,1907,26969,15173,
0035304,オプトラン,2020/12,10,1,54327,9755,3193,2017,22722,11147,
0035339,フィールズ,2003/03,10,1,17090,5114,1893,924,5739,260,
0035339,フィールズ,2004/03,10,1,37116,8963,3351,1468,5438,257,
0035339,フィールズ,2005/03,10,1,72585,15584,4858,3260,13326,480,
0035339,フィールズ,2006/03,10,1,87557,17677,4689,3289,15777,1569,
0035339,フィールズ,2007/03,10,1,66082,19937,5756,3946,17903,2973,
0035339,フィールズ,2008/03,10,1,69168,29609,8093,4121,12841,4011,
0035339,フィールズ,2009/03,10,1,52064,26929,10898,4329,11181,963,
0035339,フィールズ,2010/03,10,1,81329,24634,9721,3531,15916,1519,
0035339,フィールズ,2011/03,10,1,78971,27920,10089,3729,15873,1357,
0035339,フィールズ,2012/03,10,1,93601,30790,10980,4052,18344,3134,
0035339,フィールズ,2013/03,10,1,106628,33918,11151,4332,23314,2343,
0035339,フィールズ,2014/03,10,1,104869,37948,12104,4186,29583,3133,
0035339,フィールズ,2015/03,10,1,110316,39302,12197,4398,15823,1736,
0035339,フィールズ,2016/03,10,1,92478,39543,11447,3826,32200,3020,
0035339,フィールズ,2017/03,10,1,80397,34540,10366,3031,23190,1423,
0035339,フィールズ,2018/03,10,1,72336,30160,5279,3329,24473,4093,
0035339,フィールズ,2019/03,10,1,67450,20064,6165,4404,28907,8109,
0035339,フィールズ,2020/03,10,1,64317,13736,4734,2962,24825,7872,
0035398,ルネサスエレクトロニクス,2003/03,10,2,655489,360269,289004,262100,78216,77077,
0035398,ルネサスエレクトロニクス,2004/03,10,2,741515,368086,310600,271504,165460,72730,
0035398,ルネサスエレクトロニクス,2005/03,10,2,814222,395581,343491,288811,225691,67718,
0035398,ルネサスエレクトロニクス,2006/03,10,2,745281,331911,302125,265571,211060,72525,
0035398,ルネサスエレクトロニクス,2007/03,10,2,695886,317680,296231,260553,185372,79165,
0035398,ルネサスエレクトロニクス,2008/03,10,2,616304,272189,259151,221726,165472,75839,
0035398,ルネサスエレクトロニクス,2009/03,10,2,482545,260368,242079,206783,101279,63220,
0035398,ルネサスエレクトロニクス,2009/03,10,1,488190,266028,216088,183363,48698,63220,
0035398,ルネサスエレクトロニクス,2010/03,10,1,459928,235389,197977,169702,24685,57049,
0035398,ルネサスエレクトロニクス,2011/03,10,1,1145048,503385,346300,289466,170691,123371,
0035398,ルネサスエレクトロニクス,2012/03,10,1,858204,448514,307199,256791,111981,151798,
0035398,ルネサスエレクトロニクス,2013/03,10,1,669104,342729,242612,200577,78072,151349,
0035398,ルネサスエレクトロニクス,2014/03,10,1,786002,282095,204254,162156,267302,126055,
0035398,ルネサスエレクトロニクス,2015/03,10,1,840087,269024,181815,145898,344000,111421,
0035398,ルネサスエレクトロニクス,2016/03,10,1,849376,237533,173046,139223,398673,108354,
0035398,ルネサスエレクトロニクス,2016/12,10,1,823054,264555,201505,164847,354569,97296,
0035398,ルネサスエレクトロニクス,2017/12,10,3,1136000,747651,278087,234546,139545,123700,
0035398,ルネサスエレクトロニクス,2017/12,10,1,1062672,659340,267341,226495,123320,126581,
0035398,ルネサスエレクトロニクス,2018/12,10,3,1055235,661611,252503,214823,188820,115440,
0035398,ルネサスエレクトロニクス,2018/12,10,1,967790,571604,242609,207431,185651,118039,
0035398,ルネサスエレクトロニクス,2019/12,10,3,1668148,1334186,232579,197373,146468,90785,
0035398,ルネサスエレクトロニクス,2020/12,10,3,1608985,1206163,187354,153582,219786,89761,
0035637,エー・アンド・デイ,2001/03,10,1,25641,7825,5280,2103,1956,6425,
0035637,エー・アンド・デイ,2002/03,10,1,26218,7605,5293,2021,2818,7515,
0035637,エー・アンド・デイ,2003/03,10,1,26701,7537,5376,2093,2489,7741,
0035637,エー・アンド・デイ,2004/03,10,1,28231,7475,5599,2346,2358,8306,
0035637,エー・アンド・デイ,2005/03,10,1,32665,9402,6226,2387,3968,7823,
0035637,エー・アンド・デイ,2006/03,10,1,38787,10955,8070,4509,5348,8498,
0035637,エー・アンド・デイ,2007/03,10,1,46753,14163,8971,4910,3698,10673,
0035637,エー・アンド・デイ,2008/03,10,1,43585,13959,8855,5253,3491,10921,
0035637,エー・アンド・デイ,2009/03,10,1,40858,13496,8659,4954,3673,12052,
0035637,エー・アンド・デイ,2010/03,10,1,37138,13046,8344,4532,3787,10605,
0035637,エー・アンド・デイ,2011/03,10,1,37460,12038,7807,3991,4421,10933,
0035637,エー・アンド・デイ,2012/03,10,1,40407,11800,7755,3885,5564,11534,
0035637,エー・アンド・デイ,2013/03,10,1,42386,11674,7899,3828,7063,11535,
0035637,エー・アンド・デイ,2014/03,10,1,42996,11669,7979,3869,6294,11874,
0035637,エー・アンド・デイ,2015/03,10,1,45784,12602,8817,4379,6536,12625,
0035637,エー・アンド・デイ,2016/03,10,1,44116,12698,8944,4421,6091,11969,
0035637,エー・アンド・デイ,2017/03,10,1,45202,12636,9098,4780,6967,11763,
0035637,エー・アンド・デイ,2018/03,10,1,47048,13473,9097,4783,8016,11782,
0035637,エー・アンド・デイ,2019/03,10,1,50981,13840,9370,4853,8412,13346,
0035637,エー・アンド・デイ,2020/03,10,1,49302,13033,9374,4769,9756,11833,
0035698,ＭｏｎｏｔａＲＯ,2011/12,10,1,9047,1003,206,206,1519,2931,
0035698,ＭｏｎｏｔａＲＯ,2012/12,10,1,11265,1156,171,170,2925,3147,
0035698,ＭｏｎｏｔａＲＯ,2013/12,10,1,14505,1845,404,282,4248,3242,
0035698,ＭｏｎｏｔａＲＯ,2014/12,10,1,17868,2863,1098,1098,4184,4093,
0035698,ＭｏｎｏｔａＲＯ,2015/12,10,1,28744,3496,1571,1085,11189,5411,
0035698,ＭｏｎｏｔａＲＯ,2016/12,10,1,36353,12471,10331,1431,7229,5993,
0035698,ＭｏｎｏｔａＲＯ,2017/12,10,1,42861,12125,9881,8067,8688,8081,
0035698,ＭｏｎｏｔａＲＯ,2018/12,10,1,50706,12521,9620,7795,12381,9987,
0035698,ＭｏｎｏｔａＲＯ,2019/12,10,1,59691,17920,12048,9774,11155,11561,
0035698,ＭｏｎｏｔａＲＯ,2020/12,10,1,81263,26998,19086,9371,18843,11873,
0035802,コーセル,1993/05,10,1,8189,2539,2267,1714,409,1759,
0035802,コーセル,1994/05,10,1,8762,2453,2210,1658,812,1823,
0035802,コーセル,1995/05,10,1,12915,3451,2945,1949,3497,1733,
0035802,コーセル,1996/05,10,1,14668,4479,3655,2309,3140,1849,
0035802,コーセル,1997/05,10,1,15621,4688,3996,2992,2873,1707,
0035802,コーセル,1998/05,10,1,17204,5865,4147,3148,1775,1793,
0035802,コーセル,1999/05,10,1,17415,7294,3854,2857,1344,1486,
0035802,コーセル,2000/05,10,1,20703,9176,3728,2732,1547,1916,
0035802,コーセル,2001/05,10,1,22284,8585,4029,3033,2117,2123,
0035802,コーセル,2002/05,10,1,20811,9590,4129,3132,860,1289,
0035802,コーセル,2003/05,10,1,22969,9160,3861,2864,1816,1268,
0035802,コーセル,2004/05,10,1,25396,9880,4160,3164,2339,1407,
0035802,コーセル,2005/05,10,1,27445,11282,4243,3246,1942,1286,
0035802,コーセル,2006/05,10,1,31369,13647,4090,3094,2270,1463,
0035802,コーセル,2007/05,10,1,33804,16430,4783,3721,2626,1371,
0035802,コーセル,2008/05,10,1,33549,18335,4961,3756,2032,1698,
0035802,コーセル,2009/05,10,1,31999,18583,4325,3132,1530,1132,
0035802,コーセル,2010/05,10,1,35162,17923,3806,2607,1855,1923,
0035802,コーセル,2011/05,10,1,37310,17464,3984,2780,2378,1956,
0035802,コーセル,2012/05,10,1,35987,16744,3784,2653,1765,1921,
0035802,コーセル,2013/05,10,1,38017,21591,3558,2430,1921,1857,
0035802,コーセル,2014/05,10,1,40150,20334,3623,2504,2537,2215,
0035802,コーセル,2015/05,10,1,40102,20026,3853,2731,2843,2519,
0035802,コーセル,2016/05,10,1,39568,18686,3744,2625,4967,2482,
0035802,コーセル,2017/05,10,1,41648,17423,3860,2716,6067,2765,
0035802,コーセル,2018/05,10,1,45137,19255,5229,3157,10242,3979,
0035802,コーセル,2019/05,10,1,44295,23230,7207,5145,7069,5080,
0035802,コーセル,2020/05,10,1,42291,18562,7067,5748,8274,4403,
0035873,ティーガイア,2005/03,10,1,50139,3948,642,617,422,10802,
0035873,ティーガイア,2008/03,10,1,89917,8247,979,930,1431,19981,
0035873,ティーガイア,2012/03,10,1,208233,18366,3171,2783,1766,54654,
0035873,ティーガイア,2013/03,10,1,201238,16362,3160,2801,1997,49999,
0035873,ティーガイア,2014/03,10,1,104592,16364,3152,2798,3490,45277,
0035873,ティーガイア,2015/03,10,1,90080,15051,3148,2772,2085,37683,
0035873,ティーガイア,2016/03,10,1,85930,13653,3212,2837,3314,36007,
0035873,ティーガイア,2017/03,10,1,75282,13641,3321,2943,1901,34298,
0035873,ティーガイア,2018/03,10,1,159923,16631,3744,3373,18941,35089,
0035873,ティーガイア,2019/03,10,1,178994,19508,3679,3371,27672,32629,
0035873,ティーガイア,2020/03,10,1,181378,21478,3827,3444,45025,18342,
0035905,ＷＯＷ　ＷＯＲＬＤ,2007/03,10,1,741,80,8,8,483,10,
0035905,ＷＯＷ　ＷＯＲＬＤ,2008/03,10,1,706,139,8,8,362,3,
0035905,ＷＯＷ　ＷＯＲＬＤ,2014/03,10,1,1052,138,29,29,742,2,
0035905,ＷＯＷ　ＷＯＲＬＤ,2015/03,10,1,1169,148,41,41,839,5,
0035905,ＷＯＷ　ＷＯＲＬＤ,2016/03,10,1,1405,271,78,78,830,9,
0035905,ＷＯＷ　ＷＯＲＬＤ,2017/03,10,1,1505,368,111,111,778,9,
0035905,ＷＯＷ　ＷＯＲＬＤ,2018/03,10,1,1850,497,99,99,1022,21,
0035905,ＷＯＷ　ＷＯＲＬＤ,2019/03,10,1,1688,519,118,118,758,32,
0035905,ＷＯＷ　ＷＯＲＬＤ,2020/03,10,1,1942,625,111,111,901,48,
0035953,ジャパンディスプレイ,2012/03,10,1,94494,43007,37942,32387,9631,10345,
0035953,ジャパンディスプレイ,2013/03,10,1,115034,43701,41284,37756,23524,16616,
0035953,ジャパンディスプレイ,2014/03,10,1,755447,380424,343714,295896,141390,88021,
0035953,ジャパンディスプレイ,2015/03,10,1,829579,396506,348739,308749,94643,109723,
0035953,ジャパンディスプレイ,2016/03,10,1,801779,486841,436499,254373,55077,108285,
0035953,ジャパンディスプレイ,2017/03,10,1,900006,492958,443280,374939,82247,91280,
0035953,ジャパンディスプレイ,2018/03,10,1,604923,337289,295641,254347,80866,55041,
0035953,ジャパンディスプレイ,2019/03,10,1,538502,247884,202870,173993,68988,70867,
0035953,ジャパンディスプレイ,2020/03,10,1,389746,160318,142808,128901,66672,39086,
0036015,博報堂ＤＹホールディングス,2004/03,10,1,480363,105350,19040,10035,51381,6605,
0036015,博報堂ＤＹホールディングス,2005/03,10,1,503170,98596,18384,9400,83193,14626,
0036015,博報堂ＤＹホールディングス,2006/03,10,1,518471,127412,18201,9365,84134,8697,
0036015,博報堂ＤＹホールディングス,2007/03,10,1,534481,133429,15560,6916,69179,7651,
0036015,博報堂ＤＹホールディングス,2008/03,10,1,552697,144798,19462,10819,71476,14959,
0036015,博報堂ＤＹホールディングス,2009/03,10,1,480768,117840,21730,12199,54977,12624,
0036015,博報堂ＤＹホールディングス,2010/03,10,1,456313,116955,20253,11005,74870,6737,
0036015,博報堂ＤＹホールディングス,2011/03,10,1,474126,112039,19125,9854,88295,5373,
0036015,博報堂ＤＹホールディングス,2012/03,10,1,518805,118274,18842,9581,99017,6837,
0036015,博報堂ＤＹホールディングス,2013/03,10,1,528535,118270,22709,11639,108915,6380,
0036015,博報堂ＤＹホールディングス,2014/03,10,1,583970,128907,25259,13806,137179,6375,
0036015,博報堂ＤＹホールディングス,2015/03,10,1,633904,160059,26050,14580,152349,10891,
0036015,博報堂ＤＹホールディングス,2016/03,10,1,678532,180224,30199,18548,150115,14041,
0036015,博報堂ＤＹホールディングス,2017/03,10,1,722051,205868,30361,18607,148223,18832,
0036015,博報堂ＤＹホールディングス,2018/03,10,1,798135,259230,33452,21703,146171,20566,
0036015,博報堂ＤＹホールディングス,2019/03,10,1,902002,291751,35635,23887,154762,18674,
0036015,博報堂ＤＹホールディングス,2020/03,10,1,859887,264807,34129,24353,166576,13673,
0036178,オカダアイヨン,2003/03,10,1,8006,1822,1284,405,1781,1841,
0036178,オカダアイヨン,2004/03,10,1,7405,1837,1377,497,1353,1687,
0036178,オカダアイヨン,2005/03,10,1,7847,1766,1339,459,1721,1672,
0036178,オカダアイヨン,2006/03,10,1,8922,2216,1827,520,1446,1990,
0036178,オカダアイヨン,2007/03,10,1,10064,2541,2086,654,1673,2105,
0036178,オカダアイヨン,2008/03,10,1,10551,2655,2262,781,2931,2425,
0036178,オカダアイヨン,2009/03,10,1,9780,3086,2616,1133,2593,2602,
0036178,オカダアイヨン,2010/03,10,1,8100,2657,2396,973,1929,2078,
0036178,オカダアイヨン,2011/03,10,1,8677,2482,2235,811,2298,1842,
0036178,オカダアイヨン,2012/03,10,1,9675,2431,2245,822,1776,1881,
0036178,オカダアイヨン,2013/03,10,1,10238,2612,2242,819,2267,2617,
0036178,オカダアイヨン,2014/03,10,1,11576,3231,2680,1223,2396,2652,
0036178,オカダアイヨン,2015/03,10,1,13561,3843,3208,1345,1848,3608,
0036178,オカダアイヨン,2016/03,10,1,14527,4396,3794,2151,2201,4148,
0036178,オカダアイヨン,2017/03,10,1,15599,4612,3946,2224,3264,3444,
0036178,オカダアイヨン,2018/03,10,1,19706,5878,4764,2865,3475,4632,
0036178,オカダアイヨン,2019/03,10,1,20614,6170,5059,2785,2936,5744,
0036178,オカダアイヨン,2020/03,10,1,21617,6295,5260,2975,3193,6756,
0036283,ラクス,2014/03,10,1,1571,324,91,91,802,9,
0036283,ラクス,2015/03,10,1,1889,313,117,117,974,4,
0036283,ラクス,2016/03,10,1,3107,355,124,124,2047,10,
0036283,ラクス,2017/03,10,1,3821,634,135,102,2316,2,
0036283,ラクス,2018/03,10,1,5229,2427,201,201,1719,5,
0036283,ラクス,2019/03,10,1,6142,2474,321,321,2236,4,
0036283,ラクス,2020/03,10,1,7039,2625,619,619,2496,3,
0036396,ＷＤＢホールディングス,2004/03,10,1,1980,577,130,115,411,,
0036396,ＷＤＢホールディングス,2005/03,10,1,3477,1152,314,239,872,,
0036396,ＷＤＢホールディングス,2006/03,10,1,5606,2183,1361,965,1402,,
0036396,ＷＤＢホールディングス,2007/03,10,1,6508,2932,2022,1101,1115,,
0036396,ＷＤＢホールディングス,2008/03,10,1,6442,2793,1976,1042,934,,
0036396,ＷＤＢホールディングス,2009/03,10,1,7559,3582,2640,1152,1341,19,
0036396,ＷＤＢホールディングス,2010/03,10,1,7311,3324,2559,1074,1230,29,
0036396,ＷＤＢホールディングス,2011/03,10,1,7330,3267,2558,1039,1307,34,
0036396,ＷＤＢホールディングス,2012/03,10,1,10005,4140,3503,2047,2353,37,
0036396,ＷＤＢホールディングス,2013/03,10,1,9873,4205,3391,1953,1943,37,
0036396,ＷＤＢホールディングス,2014/03,10,1,10506,4209,3381,1944,2820,41,
0036396,ＷＤＢホールディングス,2015/03,10,1,12886,4170,3294,1839,4587,118,
0036396,ＷＤＢホールディングス,2016/03,10,1,13960,4237,3335,1894,5292,126,
0036396,ＷＤＢホールディングス,2017/03,10,1,16509,4823,3250,1809,6731,158,
0036396,ＷＤＢホールディングス,2018/03,10,1,20651,4496,2725,1849,10908,182,
0036396,ＷＤＢホールディングス,2019/03,10,1,23462,4315,2438,1680,13362,154,
0036396,ＷＤＢホールディングス,2020/03,10,1,26545,4546,2650,1902,16272,170,
0036399,小津産業,1999/05,10,1,16356,6029,4032,2541,835,1389,
0036399,小津産業,2000/05,10,1,18150,6028,3949,2343,1761,1496,
0036399,小津産業,2001/05,10,1,19027,6861,4438,2938,1968,1560,1560
0036399,小津産業,2002/05,10,1,18352,7085,4539,2837,2309,1461,
0036399,小津産業,2003/05,10,1,19140,6683,4382,2653,2568,1476,
0036399,小津産業,2004/05,10,1,19195,7071,4650,2944,2669,1326,
0036399,小津産業,2005/05,10,1,19504,7383,4718,2979,3010,1288,
0036399,小津産業,2006/05,10,1,20930,7990,4752,3012,3624,1388,
0036399,小津産業,2007/05,10,1,24197,8892,4883,2890,3619,1845,
0036399,小津産業,2008/05,10,1,23525,8020,4587,2684,4261,1898,
0036399,小津産業,2009/05,10,1,20873,7457,4508,2605,3895,1724,
0036399,小津産業,2010/05,10,1,20216,6815,3846,1994,4063,1679,
0036399,小津産業,2011/05,10,1,18404,6927,4179,2418,3321,1411,
0036399,小津産業,2012/05,10,1,18948,6950,4010,2285,3772,1405,
0036399,小津産業,2013/05,10,1,19663,7499,4129,2275,3648,1752,
0036399,小津産業,2014/05,10,1,20578,7774,4339,2148,3604,2198,
0036399,小津産業,2015/05,10,1,22042,7869,3771,2385,4543,1968,
0036399,小津産業,2016/05,10,1,21910,8345,3642,2340,4874,1993,
0036399,小津産業,2017/05,10,1,22676,8125,3421,2119,5858,2134,
0036399,小津産業,2018/05,10,1,24057,9198,3383,2032,5839,2224,
0036399,小津産業,2019/05,10,1,22562,8576,4545,2032,4766,2268,
0036399,小津産業,2020/05,10,1,25042,11304,6657,4356,2569,2109,
0036704,キャリアリンク,2018/02,10,1,5764,708,96,96,3084,2,
0036704,キャリアリンク,2019/02,10,1,5917,800,79,79,2683,2,
0036704,キャリアリンク,2020/02,10,1,7480,812,58,58,3916,247,
0036888,サンヨーホームズ,2011/03,10,1,32747,4485,2877,1947,8415,18037,
0036888,サンヨーホームズ,2012/03,10,1,41298,4458,2960,2041,10280,22876,
0036888,サンヨーホームズ,2013/03,10,1,46198,4592,3151,2227,11194,28117,
0036888,サンヨーホームズ,2014/03,10,1,46640,2744,1255,1000,12365,27285,
0036888,サンヨーホームズ,2015/03,10,1,41914,2933,1014,824,7899,28866,
0036888,サンヨーホームズ,2016/03,10,1,51753,2767,841,647,8291,38360,
0036888,サンヨーホームズ,2017/03,10,1,50676,3081,675,445,7767,37729,
0036888,サンヨーホームズ,2018/03,10,1,48043,3275,758,528,7836,34533,
0036888,サンヨーホームズ,2019/03,10,1,54527,4354,2032,1285,8895,38029,
0036888,サンヨーホームズ,2020/03,10,1,57896,4525,2183,1435,8220,39983,
0036921,コネクシオ,2004/03,10,1,30056,2318,371,355,49,7188,
0036921,コネクシオ,2005/03,10,1,32853,2617,603,603,429,8597,
0036921,コネクシオ,2006/03,10,1,36840,2662,755,746,4840,7401,
0036921,コネクシオ,2007/03,10,1,38877,4376,1197,1197,2594,8196,
0037026,サンフロンティア不動産,2006/03,10,1,28005,3254,2295,1109,6678,16101,6208
0037026,サンフロンティア不動産,2007/03,10,1,54503,3435,2277,1091,11170,37840,
0037026,サンフロンティア不動産,2008/03,10,1,57316,4356,2441,1179,5223,45405,
0037026,サンフロンティア不動産,2009/03,10,1,27479,3643,1690,966,3994,19574,
0037026,サンフロンティア不動産,2010/03,10,1,13359,8430,8069,4876,3940,764,
0037026,サンフロンティア不動産,2011/03,10,1,12787,8536,7965,4710,2115,1803,
0037026,サンフロンティア不動産,2012/03,10,1,11247,4726,3849,1912,3912,1696,
0037026,サンフロンティア不動産,2013/03,10,1,21265,2391,1627,460,11008,6425,
0037026,サンフロンティア不動産,2014/03,10,1,33910,2464,2164,932,11180,18729,
0037026,サンフロンティア不動産,2015/03,10,1,40424,2971,2483,1251,12686,23480,
0037026,サンフロンティア不動産,2016/03,10,1,54084,2718,1919,747,15413,32714,
0037026,サンフロンティア不動産,2017/03,10,1,63654,8458,7288,855,16246,36186,
0037026,サンフロンティア不動産,2018/03,10,1,91761,11587,8565,1915,23892,54593,
0037026,サンフロンティア不動産,2019/03,10,1,110898,13749,9339,2534,20257,74329,
0037026,サンフロンティア不動産,2020/03,10,1,130293,16450,10413,3592,18627,91766,
0037201,Ｉ－ＰＥＸ,2005/03,10,1,29273,13103,11591,7779,5630,3707,
0037201,Ｉ－ＰＥＸ,2006/03,10,1,35009,15149,13466,8893,5490,5280,
0037201,Ｉ－ＰＥＸ,2007/03,10,1,45504,17322,15820,10338,11872,6167,
0037201,Ｉ－ＰＥＸ,2008/03,10,1,44539,19896,18198,13449,7887,6639,
0037201,Ｉ－ＰＥＸ,2009/03,10,1,42682,19225,17107,12208,9488,5795,
0037201,Ｉ－ＰＥＸ,2010/03,10,1,49308,19931,17085,12448,12281,6144,
0037201,Ｉ－ＰＥＸ,2011/03,10,1,56807,21525,18785,13270,19471,6173,
0037201,Ｉ－ＰＥＸ,2011/12,10,1,52325,22043,19562,13838,12781,6836,
0037201,Ｉ－ＰＥＸ,2012/12,10,1,53217,22967,21150,15096,12670,6676,
0037201,Ｉ－ＰＥＸ,2013/12,10,1,54246,23844,22230,14874,13395,6757,
0037201,Ｉ－ＰＥＸ,2014/12,10,1,58860,24298,23247,16132,15440,7720,
